사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,총면적,의료인수,입원실수,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,진료과목내용,진료과목내용명,의료기관종별명,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,병상수,휴업시작일자,휴업종료일자,소재지전화번호
제너럴닥터생활협동조합맘튼튼의원,의원,2018-07-27,199041.320145125,448036.15029742,2026-04-25 22:30:26,I,03,폐업,22.12,0,0,2018-07-27 14:24:01,,2014-03-03,,서울특별시 용산구 이태원동 183번지 1호,103,정신건강의학과,의원,PHMA120143020033041100001,3020000,"서울특별시 용산구 이태원로 145 (이태원동, 동호프라자.외환은행)",04351,03,폐업,0,,,
승치과의원,치과의원,2024-04-29,199955.429742269,447219.161582186,2026-04-25 22:30:26,I,03,폐업,98.13,1,0,2024-04-26 13:55:30,,2014-03-17,140-823,서울특별시 용산구 보광동 260번지 8호,401,치과,치과의원,PHMA120143020033041100002,3020000,서울특별시 용산구 보광로 30 (보광동),04415,03,폐업,0,,,
이화여성의원,의원,2017-03-31,197045.849468346,448447.558967085,2026-04-25 22:30:26,I,03,폐업,93.03,1,0,2017-06-01 15:02:17,,2014-04-08,140-846,서울특별시 용산구 원효로1가 133번지 3호 리첸시아용산상가 A동 316호,110 101 114 115,"내과, 산부인과, 피부과, 비뇨의학과",의원,PHMA120143020033041100004,3020000,"서울특별시 용산구 백범로 341, A동 3층 316호 (원효로1가)",04315,03,폐업,0,,,02-6092-0576
용산원의원,의원,2020-04-30,197479.1244603,447637.347182074,2026-04-25 22:30:26,I,03,폐업,200.55,2,0,2020-04-27 17:59:56,,2014-06-13,140-872,서울특별시 용산구 한강로2가 55번지,101 122 111 104 120 105,"내과, 외과, 정형외과, 소아청소년과, 재활의학과, 가정의학과",의원,PHMA120143020033041100008,3020000,서울특별시 용산구 한강대로40가길 24 (한강로2가),04382,03,폐업,0,,,02-794-4438
아이피웰의원,의원,2016-11-14,199774.471653899,448110.566487329,2026-04-25 22:30:26,I,03,폐업,549.3,1,0,2016-11-14 15:53:59,,2014-07-15,140-893,서울특별시 용산구 한남동 737번지 25호,101 113 106 108 114,"내과, 신경외과, 성형외과, 이비인후과, 피부과",의원,PHMA120143020033041100010,3020000,서울특별시 용산구 이태원로 221 (한남동),04349,03,폐업,0,,,1644-3568
아이피스마트의원,의원,2016-04-28,199774.471653899,448110.566487329,2026-04-25 22:30:26,I,03,폐업,187.5,1,0,2016-04-28 11:23:44,,2014-12-02,140-893,서울특별시 용산구 한남동 737번지 25호,101 114 122,"내과, 피부과, 가정의학과",의원,PHMA120143020033041100018,3020000,서울특별시 용산구 이태원로 221 (한남동),04349,03,폐업,0,,,
국방한의원,한의원,2020-05-20,197948.317862349,447933.587473387,2026-04-25 22:30:26,I,03,폐업,116.5,1,0,2020-05-15 15:37:37,,2015-02-10,140-023,서울특별시 용산구 용산동3가 1번지,301 302 303 304 305 306 307 308 309,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과",한의원,PHMA120153020033041100004,3020000,서울특별시 용산구 이태원로 22 (용산동3가),04383,03,폐업,0,,,02-748-1188
셀의원,의원,2016-06-20,196993.838133124,449201.432096601,2026-04-25 22:30:26,I,03,폐업,129.16,1,0,2016-07-18 17:31:01,,2015-04-13,140-132,서울특별시 용산구 청파동2가 63번지 5호,101 109 114,"내과, 마취통증의학과, 피부과",의원,PHMA120153020033041100008,3020000,서울특별시 용산구 청파로47길 66 (청파동2가),04310,03,폐업,0,,,02-469-7570
제일내과의원,의원,2017-05-19,196252.288320072,448722.260917391,2026-04-25 22:30:26,I,03,폐업,145.32,1,0,2017-05-29 15:13:05,,2015-05-20,140-897,서울특별시 용산구 효창동 5번지 219호,101 113,"내과, 이비인후과",의원,PHMA120153020033041100011,3020000,서울특별시 용산구 백범로 259 (효창동),04318,03,폐업,0,,,02-713-1343
재단법인 국제안전보건재단 아이피웰한의원,한의원,2016-12-29,199774.471653899,448110.566487329,2026-04-25 22:30:26,I,03,폐업,191.22,1,0,2016-12-29 17:39:27,,2016-05-03,,서울특별시 용산구 한남동 737번지 25호,308 307 306 305 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120163020033041100005,3020000,"서울특별시 용산구 이태원로 221 (한남동, 아이피부티크호텔)",04349,03,폐업,0,,,1644-3568
새창한의원,한의원,2016-09-01,196281.644888557,448472.089792778,2026-04-25 22:30:26,I,03,폐업,72.65,1,0,2016-09-02 09:34:40,,2016-05-10,,서울특별시 용산구 용문동 36번지 4호,308 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 침구과",한의원,PHMA120163020033041100006,3020000,서울특별시 용산구 새창로14길 22 (용문동),04356,03,폐업,0,,,02-713-9773
힐링정형외과의원,의원,2016-08-24,199964.476634812,447115.813891788,2026-04-25 22:30:26,I,03,폐업,127,1,0,2016-08-24 18:03:57,,2016-06-14,,서울특별시 용산구 보광동 217번지 31호,115 114 111 105 104 101,"내과, 외과, 정형외과, 소아청소년과, 피부과, 비뇨의학과",의원,PHMA120163020033041100007,3020000,서울특별시 용산구 장문로 97 (보광동),04394,03,폐업,0,,,
선인메디칼의원,의원,2018-06-30,196839.641743356,447863.232025192,2026-04-25 22:30:26,I,03,폐업,85,1,0,2018-06-22 09:30:06,,2016-09-07,,서울특별시 용산구 한강로2가 15번지 14호,120 116 109 101,"내과, 마취통증의학과, 영상의학과, 재활의학과",의원,PHMA120163020033041100010,3020000,"서울특별시 용산구 새창로 181, 22동 7층 7042호 (한강로2가, 선인상가)",04371,03,폐업,0,,,02-717-3210
생생한의원,한의원,2017-04-04,199460.249602903,447709.370538704,2026-04-25 22:30:26,I,03,폐업,106.3,2,0,2017-03-31 15:27:48,,2016-09-19,,서울특별시 용산구 이태원동 96번지 38호,308 307 306 305 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120163020033041100011,3020000,서울특별시 용산구 녹사평대로26길 93 (이태원동),04391,03,폐업,0,,,
생생한의원,한의원,2017-06-05,199460.249602903,447709.370538704,2026-04-25 22:30:26,I,03,폐업,106.3,2,0,2017-06-05 16:38:19,,2017-04-03,,서울특별시 용산구 이태원동 96번지 38호,308 307 306 305 304 303 302 301,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120173020033041100003,3020000,서울특별시 용산구 녹사평대로26길 93 (이태원동),04391,03,폐업,0,,,1800-6502
용산벨라의원,의원,2017-10-31,197143.611431282,447561.482331264,2026-04-25 22:30:26,I,03,폐업,80.5,1,0,2017-10-30 17:27:01,,2017-04-11,,서울특별시 용산구 한강로2가 312번지 4호,114 108,"성형외과, 피부과",의원,PHMA120173020033041100004,3020000,"서울특별시 용산구 한강대로 115 (한강로2가,  대우디오빌 207호,208호,209호)",04376,03,폐업,0,,,02-796-3392
용산벨라의원,의원,2018-01-30,197143.611431282,447561.482331264,2026-04-25 22:30:26,I,03,폐업,88.24,1,0,2018-01-30 09:43:12,,2017-11-17,,서울특별시 용산구 한강로2가 312번지 4호 대우디오빌,114 108,"성형외과, 피부과",의원,PHMA120173020033041100013,3020000,"서울특별시 용산구 한강대로 115, 2층 207,208,209호 (한강로2가)",04376,03,폐업,0,,,02-796-3392
코코이비인후과의원,의원,2024-12-31,197011.737528847,447430.100250997,2026-04-25 22:30:26,I,03,폐업,64.75,1,0,2025-01-08 09:55:34,,2018-02-08,,서울특별시 용산구 한강로2가 342번지 래미안용산 B207호,113 111 101,"내과, 소아청소년과, 이비인후과",의원,PHMA120183020033041100001,3020000,"서울특별시 용산구 한강대로 95, 지하2층 207호 (한강로2가, 래미안용산)",04378,03,폐업,0,,,02-794-7990
용산벨라의원,의원,2018-10-30,197143.611431282,447561.482331264,2026-04-25 22:30:26,I,03,폐업,88.24,1,0,2018-10-29 15:21:51,,2018-02-13,,서울특별시 용산구 한강로2가 312번지 4호 대우디오빌,114 108 101,"내과, 성형외과, 피부과",의원,PHMA120183020033041100002,3020000,"서울특별시 용산구 한강대로 115, 대우디오빌 2층 207~209호 (한강로2가)",04376,03,폐업,0,,,02-796-3392
삼성라인성형외과의원,의원,2019-06-25,197083.100438264,447552.774477998,2026-04-25 22:30:26,I,03,폐업,82.12,1,0,2019-06-25 14:21:18,,2018-04-30,,서울특별시 용산구 한강로2가 2번지 37호 용산토투밸리,108,성형외과,의원,PHMA120183020033041100006,3020000,"서울특별시 용산구 새창로 217, 용산토투밸리 2층 203~206,210~220,250~251호 (한강로2가)",04376,03,폐업,0,,,02-545-2021
선이고은의원,의원,2023-08-01,197083.100438264,447552.774477998,2026-04-25 22:30:26,I,03,폐업,43.8,1,0,2023-07-26 13:56:56,,2018-05-14,,서울특별시 용산구 한강로2가 2번지 37호 용산토투밸리,115 114 110 109 108 107 104 101,"내과, 외과, 심장혈관흉부외과, 성형외과, 마취통증의학과, 산부인과, 피부과, 비뇨의학과",의원,PHMA120183020033041100009,3020000,"서울특별시 용산구 새창로 217, 용산토투밸리 2층 201~202,207~209,252~254호 (한강로2가)",04376,03,폐업,0,,,02-593-3210
한남더실의원,의원,2020-05-12,200506.526414837,447984.668766655,2026-04-25 22:30:27,I,03,폐업,304.69,1,0,2020-05-12 17:17:11,,2019-05-27,,서울특별시 용산구 한남동 635번지 1호 신화빌딩,108,성형외과,의원,PHMA120193020033041100003,3020000,"서울특별시 용산구 한남대로21길 17, 신화빌딩 3층 (한남동)",04401,03,폐업,0,,,02-792-2117
화인마취통증의학과의원 용산점,의원,2023-09-19,197056.728931087,447077.126289262,2026-04-25 22:30:27,I,03,폐업,181.83,1,0,2023-09-20 20:44:24,,2020-10-20,,서울특별시 용산구 한강로3가 63-70,122 120 109 106 105,"정형외과, 신경외과, 마취통증의학과, 재활의학과, 가정의학과",의원,PHMA120203020033041100012,3020000,"서울특별시 용산구 서빙고로 17, 2층 113~116호 (한강로3가)",04387,03,폐업,0,,,02-6956-7505
이촌성형외과의원,의원,2025-03-29,197138.670479641,446538.290693946,2026-04-25 22:30:27,I,03,폐업,53.3,2,0,2025-03-24 13:44:23,,2021-01-12,,서울특별시 용산구 이촌동 302-61 제일맨션,108,성형외과,의원,PHMA120213020033041100002,3020000,"서울특별시 용산구 이촌로 192, 101호 (이촌동, 제일맨션)",04427,03,폐업,0,,,02-797-2773
채움산부인과의원,의원,2025-08-31,197056.728931087,447077.126289262,2026-04-25 22:30:27,I,03,폐업,144.46,3,0,2025-08-18 14:29:19,,2021-08-26,,,110,산부인과,의원,PHMA120213020033041100011,3020000,"서울특별시 용산구 서빙고로 17, 2층 29~31호 (한강로3가)",04387,03,폐업,0,,,02-6218-0501
마인드카페정신건강의학과의원,의원,2025-04-29,199337.628628981,447413.487156381,2026-04-25 22:30:27,I,03,폐업,23.2,1,0,2025-04-25 13:19:13,,2022-10-11,,서울특별시 용산구 이태원동 22-76 몬드리안 서울 이태원,103,정신건강의학과,의원,PHMA120223020033041100010,3020000,"서울특별시 용산구 장문로 23, 몬드리안 서울 이태원 지하2층 (이태원동)",04392,03,폐업,0,,,02-790-9811
지성한의원,한의원,2017-07-18,197257.765183997,447772.298383734,2026-04-25 22:30:24,I,03,폐업,63.05,1,0,2017-07-19 16:45:42,,2005-08-23,140-753,서울특별시 용산구 한강로2가 2번지 8호,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120053020033041100010,3020000,서울특별시 용산구 한강대로43길 8 (한강로2가),04376,03,폐업,0,,,32158275
건강한내과의원,의원,2015-02-15,,,2026-04-25 22:30:24,I,03,폐업,129.16,1,0,2015-02-09 15:50:18,,2005-09-07,,서울특별시 용산구 청파동2가 63-5,101 111 113 114,"내과, 소아청소년과, 이비인후과, 피부과",의원,PHMA120053020033041100012,3020000,,,03,폐업,0,,,
뉴케이피부과의원,의원,2016-03-01,197450.277644237,446437.197878548,2026-04-25 22:30:24,I,03,폐업,102.96,3,0,2016-02-25 11:36:24,,2005-10-19,,서울특별시 용산구 이촌1동 300-27 한강쇼핑센터 302호,114,피부과,의원,PHMA120053020033041100015,3020000,"서울특별시 용산구 이촌로 224, 303호 (이촌동, 한강쇼핑센터)",04427,03,폐업,0,,,
민들레산부인과의원,의원,2013-01-19,197450.277644237,446437.197878548,2026-04-25 22:30:24,I,03,폐업,99.9,1,0,2013-01-15 09:04:14,,2005-11-07,140-854,서울특별시 용산구 이촌동 300번지 27호 한강쇼핑센터 306호,110,산부인과,의원,PHMA120053020033041100017,3020000,"서울특별시 용산구 이촌로 224, 306호 (이촌동, 한강쇼핑센터)",,03,폐업,0,,,
류동훈한의원,한의원,2013-08-12,,,2026-04-25 22:30:24,I,03,폐업,79.56,1,0,2017-06-09 13:40:36,,2005-11-07,140-858,서울특별시 용산구 이태원동131-40,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120053020033041100018,3020000,,,03,폐업,0,2013-04-12,2013-11-12,
삼성치과의원,치과의원,2013-02-28,,,2026-04-25 22:30:24,I,03,폐업,56.08,1,0,2013-02-28 11:11:12,,2005-12-01,140-854,서울특별시 용산구 이촌동 302-52 엘지프라자 206호,201 202 203 204 205 210,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 예방치과",치과의원,PHMA120053020033041100020,3020000,,,03,폐업,0,,,
아리샘한의원,한의원,2009-03-13,,,2026-04-25 22:30:24,I,03,폐업,152.93,1,0,2009-03-13 17:38:36,,2005-12-14,140-884,서울특별시 용산구 한남동 11-323,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120053020033041100022,3020000,,,03,폐업,0,,,
미사랑치과의원,치과의원,2008-08-22,196147.046126753,447779.858291805,2026-04-25 22:30:24,I,03,폐업,110.1,1,0,2008-12-02 12:05:11,,2005-04-06,140-879,서울특별시 용산구 한강로3가 16번지 48호,204 207 210 401 208 205 202 203 201 206 209,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과, 치과",치과의원,PHMA120053020033041100023,3020000,서울특별시 용산구 청파로 52 (한강로3가),,03,폐업,0,,,
경희해모아한의원,한의원,2010-06-21,,,2026-04-25 22:30:24,I,03,폐업,144.2,3,0,2010-06-21 10:05:00,,2006-03-10,140-780,서울특별시 용산구 한강로3가 40-999 스페이스9지하1층,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120063020033041100005,3020000,,,03,폐업,0,,,20120321
초콜렛치과의원,치과의원,2019-05-01,200529.688939032,447934.663589911,2026-04-25 22:30:24,I,03,폐업,165.89,1,0,2019-05-02 11:14:07,,2006-04-05,140-886,서울특별시 용산구 한남동 76번지 6호 3층,411 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 예방치과",치과의원,PHMA120063020033041100006,3020000,서울특별시 용산구 한남대로 57 (한남동),04401,03,폐업,0,,,
화이트수치과의원,치과의원,2022-07-31,197450.277644237,446437.197878548,2026-04-25 22:30:24,I,03,폐업,97.94,2,0,2022-07-20 14:01:54,,2006-04-17,140-854,서울특별시 용산구 이촌동 300번지 27호 한강쇼핑센터 309호,411 406 405 404 403 402,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 예방치과",치과의원,PHMA120063020033041100007,3020000,서울특별시 용산구 이촌로 224 (이촌동),04427,03,폐업,0,,,
경희궁한의원,한의원,2011-10-28,,,2026-04-25 22:30:24,I,03,폐업,325.3,2,0,2011-10-28 16:29:08,,2006-05-11,140-857,서울특별시 용산구 이태원2동225-1 2층3층,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120063020033041100008,3020000,,,03,폐업,0,,,
예일치과의원,치과의원,2012-01-31,,,2026-04-25 22:30:24,I,03,폐업,107.2,1,0,2012-01-31 09:56:06,,2006-07-03,140-818,서울특별시 용산구 동자동12 게이트웨이 2층,201 202 203 204 205 210,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 예방치과",치과의원,PHMA120063020033041100012,3020000,,,03,폐업,0,,,
참이비인후과의원,의원,2011-03-21,,,2026-04-25 22:30:24,I,03,폐업,66.5,1,0,2011-03-21 16:02:00,,2006-10-13,,서울특별시 용산구 원효로2가 94-2 원효상가아파트 211호,101 111 113 114 115,"내과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",의원,PHMA120063020033041100014,3020000,,,03,폐업,0,,,
소담한의원,한의원,2009-11-05,,,2026-04-25 22:30:24,I,03,폐업,174.5,1,0,2009-11-06 10:08:11,,2006-11-08,140-823,서울특별시 용산구     보광동260-3 3층,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120063020033041100015,3020000,,,03,폐업,0,,,
샤인인터내셔널치과의원,치과의원,2010-03-04,,,2026-04-25 22:30:24,I,03,폐업,329.8,2,0,2010-03-04 16:43:13,,2007-01-03,140-854,서울특별시 용산구 이촌1동 302-79,201 202 203 204 205 210,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 예방치과",치과의원,PHMA120073020033041100001,3020000,,,03,폐업,0,,,
타라한의원,한의원,2012-11-22,,,2026-04-25 22:30:24,I,03,폐업,103.9,1,0,2012-11-22 16:14:21,,2007-01-17,140-888,서울특별시 용산구 한남동 274-1로얄샤르망402호,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120073020033041100002,3020000,,,03,폐업,0,,,
늘사랑의원,의원,2009-03-09,,,2026-04-25 22:30:24,I,03,폐업,28.46,2,0,2009-03-09 10:19:36,,2007-01-16,,서울특별시 용산구 원효로4가117-8 지상1층,101 104 109 110 111 112 113 114 115 122,"내과, 외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 가정의학과",의원,PHMA120073020033041100003,3020000,,,03,폐업,0,,,
용산삼성치과의원,치과의원,2012-06-29,,,2026-04-25 22:30:24,I,03,폐업,152.5,1,0,2012-07-02 12:07:11,,2007-05-04,140-090,서울특별시 용산구 신계동 35-11 6층,201 202 203 204 205 210,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 예방치과",치과의원,PHMA120073020033041100005,3020000,,,03,폐업,0,,,
연세지치과의원,치과의원,2009-02-21,,,2026-04-25 22:30:24,I,03,폐업,135.8,1,0,2009-04-09 13:36:19,,2007-07-04,140-013,서울특별시 용산구 한강로3가40-999,201 202 203 204 205 210,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 예방치과",치과의원,PHMA120073020033041100007,3020000,,,03,폐업,0,,,37852828
하나의원,의원,2012-08-31,197486.92487521,450111.04375671,2026-04-25 22:30:24,I,03,폐업,237.6,3,0,2012-08-30 18:02:48,,2007-08-31,140-821,서울특별시 용산구 동자동 43번지 56호  센트럴프라자 4층 401호,101 122,"내과, 가정의학과",의원,PHMA120073020033041100009,3020000,"서울특별시 용산구 한강대로 391 (동자동,센트럴프라자 4층 401호)",,03,폐업,0,,,
미플러스치과의원,치과의원,2008-06-25,195626.907963469,447805.075269332,2026-04-25 22:30:24,I,03,폐업,142.58,1,0,2011-11-22 11:51:41,,2007-11-08,140-850,서울특별시 용산구 원효로4가 118번지 3호 201호,201 204 207 210 401 208 205 202 203 206 209,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과, 치과",치과의원,PHMA120073020033041100012,3020000,"서울특별시 용산구 원효로 68 (원효로4가,201호)",,03,폐업,0,,,
늘좋은한의원,한의원,2024-04-30,200010.199847455,447133.525855983,2026-04-25 22:30:24,I,03,폐업,73.3,1,0,2024-04-29 09:59:37,,2008-01-21,140-822,서울특별시 용산구 보광동 80번지 19호,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120083020033041100001,3020000,서울특별시 용산구 보광로 20 (보광동),04415,03,폐업,0,,,
룡플란트치과의원,치과의원,2008-10-01,,,2026-04-25 22:30:24,I,03,폐업,170,1,0,2009-04-14 13:39:46,,2008-01-24,140-170,서울특별시 용산구 동자동 43-56 3층,201 202 203 204 205 210,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 예방치과",치과의원,PHMA120083020033041100002,3020000,,,03,폐업,0,,,
동백한의원,한의원,2022-04-01,197527.309705578,446787.344790036,2026-04-25 22:30:25,I,03,폐업,54.45,1,0,2022-03-31 17:38:12,,2008-03-25,140-762,서울특별시 용산구 용산동5가 24번지 1호,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120083020033041100004,3020000,서울특별시 용산구 서빙고로 69 (용산동5가),04385,03,폐업,0,,,
프라임치과의원,치과의원,2010-12-10,,,2026-04-25 22:30:25,I,03,폐업,149.92,1,0,2010-12-10 10:45:51,,2008-04-28,140-887,"서울특별시 용산구 한남동 29-14 3층, 4층",201 202 203 204 205 210,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 예방치과",치과의원,PHMA120083020033041100006,3020000,,,03,폐업,0,,,
연세마취통증의학과의원,의원,2023-01-21,196426.613790962,448089.513228441,2026-04-25 22:30:25,I,03,폐업,242.54,2,0,2023-01-19 16:42:43,,2008-06-16,,서울특별시 용산구 원효로2가 91번지 9호,101 104 105 106 109 111 113 114 115 116 120,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 재활의학과",의원,PHMA120083020033041100011,3020000,"서울특별시 용산구 원효로 155 (원효로2가, 민복빌딩)",04363,03,폐업,0,,,02-716-9556
미소라인업치과의원,치과의원,2011-04-04,,,2026-04-25 22:30:25,I,03,폐업,69.46,1,0,2011-04-04 16:30:08,,2008-06-26,140-011,서울특별시 용산구 한강로1가 64 대우월드마크 102동 207호,201 202 203 204 205 210,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 예방치과",치과의원,PHMA120083020033041100012,3020000,,,03,폐업,0,,,
예작비뇨기과의원,의원,2008-12-29,197486.931456007,450171.953371765,2026-04-25 22:30:25,I,03,폐업,84.66,1,0,2016-01-27 16:43:49,,2008-07-04,,서울특별시 용산구 동자동 43번지 73호,115,비뇨의학과,의원,PHMA120083020033041100013,3020000,"서울특별시 용산구 한강대로 397 (동자동, 부양빌딩)",04320,03,폐업,0,,,
신유한의원,한의원,2011-01-26,,,2026-04-25 22:30:25,I,03,폐업,142.08,1,0,2011-01-26 17:28:06,,2008-07-24,140-884,서울특별시 용산구 한남동 258 현대리버티하우스 101호,301 302 303 304 305 306 307 308,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120083020033041100014,3020000,,,03,폐업,0,,,
연세푸른의원,의원,2012-01-01,,,2026-04-25 22:30:25,I,03,폐업,68.96,1,0,2011-12-30 17:46:22,,2008-08-28,,서울특별시 용산구 한강로1가 64 대우월드마크 102동 208호,101 102 103 104 105 110 111 112 113 114 115 118 122,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 병리과, 가정의학과",의원,PHMA120083020033041100017,3020000,,,03,폐업,0,,,
전자랜드의원,의원,2024-03-15,196370.746398773,447841.698787531,2026-04-25 22:30:25,I,03,폐업,224.6,1,0,2024-03-15 10:12:12,,2008-09-01,,서울특별시 용산구 한강로3가 16번지 9호,101 104 110 113 114 122,"내과, 외과, 산부인과, 이비인후과, 피부과, 가정의학과",의원,PHMA120083020033041100018,3020000,"서울특별시 용산구 청파로 74, A45호 (한강로3가, 전자랜드)",04372,03,폐업,0,,,
이태원한의원,한의원,2010-02-18,199471.30974998,447522.747030786,2026-04-25 22:30:25,I,03,폐업,552.6,4,0,2010-02-18 10:43:48,,2008-10-13,140-200,서울특별시 용산구 이태원동 22번지 2호 청화아파트상가동 301호,301 304 307 308 305 302 303 306,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120083020033041100022,3020000,"서울특별시 용산구 장문로 27 (이태원동,청화아파트상가동 301호)",,03,폐업,27,,,
최성권한의원,한의원,2008-12-17,199471.30974998,447522.747030786,2026-04-25 22:30:25,I,03,폐업,280.76,2,0,2010-08-03 09:54:53,,2008-10-13,140-201,서울특별시 용산구 이태원동 22번지 2호 청화아파트상가동 301호,301 304 307 302 305 308 303 306,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120083020033041100023,3020000,"서울특별시 용산구 장문로 27 (이태원동,청화아파트상가동 301호)",,03,폐업,28,,,
정상욱한의원,한의원,2008-12-17,199471.30974998,447522.747030786,2026-04-25 22:30:25,I,03,폐업,139.6,2,0,2017-12-14 16:59:30,,2008-10-13,140-201,서울특별시 용산구 이태원동 22번지 2호 청화아파트상가동301호,304 301 307 302 305 308 303 306,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",한의원,PHMA120083020033041100024,3020000,"서울특별시 용산구 장문로 27 (이태원동,청화아파트상가동301호)",,03,폐업,21,,,
화이트치과의원,치과의원,2010-12-10,195626.907963469,447805.075269332,2026-04-25 22:30:25,I,03,폐업,138.39,1,0,2010-12-10 16:42:54,,2008-12-17,140-850,서울특별시 용산구 원효로4가 118번지 3호 2층,201 204 207 210 401 208 205 202 203 206 209,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과, 치과",치과의원,PHMA120083020033041100025,3020000,"서울특별시 용산구 원효로 68 (원효로4가,2층)",,03,폐업,0,,,
룡플란트치과의원,치과의원,2012-06-23,197486.92487521,450111.04375671,2026-04-25 22:30:25,I,03,폐업,165.85,1,0,2012-06-22 13:51:20,,2008-10-01,140-821,서울특별시 용산구 동자동 43번지 56호 3층,401,치과,치과의원,PHMA120083020033041100026,3020000,"서울특별시 용산구 한강대로 391 (동자동,3층)",,03,폐업,0,,,
