사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
명동점 한국의료기천기권,2012-09-12,,,2026-04-28 22:32:22,I,03,폐업,2012-09-12 10:31:49,,2011-12-30,100-011,서울특별시 중구 충무로*가 **번지 **호 회현지하상가 가-**,PHMG120113010033047000104,3010000,,,03,폐업,,,,
엠디피아,2021-02-17,201032.743203349,450590.36347365,2026-04-28 22:32:38,I,24,직권폐업,2021-02-17 17:12:30,,2019-05-03,,서울특별시 중구 신당동 ***번지 **호 *층 ***호,PHMG120193010033047000026,3010000,"서울특별시 중구 다산로 ***, *층 ***호 (신당동)",04590,04,취소/말소/만료/정지/중지,,,,
동원상사,,197491.849792547,450601.839417971,2026-04-28 22:31:56,I,13,영업중,2018-04-06 14:47:58,,1994-07-16,,서울특별시 중구 남대문로*가 **번지 *호 ***호,PHMG119943010033047000002,3010000,"서울특별시 중구 세종대로 *, ***호 (남대문로*가)",04512,01,영업/정상,,,02-775-2804,
(주)아이옵트코리아,,197892.429077841,450575.529750823,2026-04-28 22:32:35,I,15,전출,2021-04-23 10:57:32,,2016-12-06,,서울특별시 중구 남창동 ***번지 *호 ****호,PHMG120163010033047000095,3010000,"서울특별시 중구 퇴계로 **, ****호 (남창동, 삼선빌딩)",04635,05,제외/삭제/전출,,,,
씨유 신당백석점,,200748.00863009,450276.693544934,2026-04-28 22:32:44,I,13,영업중,2022-02-16 14:10:19,,2022-02-14,,서울특별시 중구 신당동 ***-*,PHMG120223010033047000077,3010000,"서울특별시 중구 동호로 ***-**, *층 (신당동)",04598,01,영업/정상,,,02-2236-2646,
주식회사 영덴탈,2015-05-20,197535.546083504,450745.808293456,2026-04-28 22:31:57,I,03,폐업,2015-05-20 11:07:24,,2003-04-28,100-161,서울특별시 중구 봉래동*가 **번지 *호,PHMG120033010033047000006,3010000,서울특별시 중구 세종대로*길 ** (봉래동*가),,03,폐업,,,,
한국화이자동물약품(주),2010-10-04,198531.297994629,450909.106572106,2026-04-28 22:32:11,I,03,폐업,2010-10-04 11:31:45,,2009-09-30,100-771,서울특별시 중구 회현동*가 *번지 **호 화이자타워 *층,PHMG120093010033047000066,3010000,"서울특별시 중구 퇴계로 *** (회현동*가,화이자타워 *층)",,03,폐업,,,,
범진아크릴,2025-02-05,199424.707363436,451355.505706309,2026-04-28 22:32:45,I,03,폐업,2025-02-05 14:09:57,,2022-11-07,,서울특별시 중구 인현동*가 **-*,PHMG120223010033047000244,3010000,"서울특별시 중구 마른내로 **, *층 (인현동*가)",04549,03,폐업,,,02-2266-3802,
뉴스타덴탈,,197747.056165668,450727.317119937,2026-04-28 22:32:37,I,13,영업중,2026-01-09 15:40:21,,2018-03-02,,서울특별시 중구 남대문로*가 *** 제분빌딩,PHMG120183010033047000011,3010000,"서울특별시 중구 소월로 *, 제분빌딩 **층 (남대문로*가)",04527,01,영업/정상,,,,
(주) 구들장,2014-09-30,198259.65357739,451392.198218657,2026-04-28 22:32:07,I,24,직권폐업,2014-10-06 10:02:15,,2009-04-23,100-721,서울특별시 중구 소공동 *번지 롯데백화점 *층,PHMG120093010033047000024,3010000,서울특별시 중구 남대문로 ** (소공동),,04,취소/말소/만료/정지/중지,,,,
(주)이레메디칼케어,,201105.953856919,450495.067186624,2026-04-28 22:32:40,I,13,영업중,2021-01-20 17:37:45,,2021-01-20,,서울특별시 중구 신당동 ***-**,PHMG120213010033047000006,3010000,"서울특별시 중구 다산로**길 **, *층 (신당동)",04591,01,영업/정상,,,,
(주)이케이월드,2023-12-13,199810.591813598,451300.59780961,2026-04-28 22:32:34,I,03,폐업,2023-12-13 13:31:45,,2016-02-15,,서울특별시 중구 예관동 **번지 **호,PHMG120163010033047000014,3010000,"서울특별시 중구 창경궁로 **-*, ***호 (예관동, 비즈센터)",04559,03,폐업,,,02-720-1349,
EMS,,200515.456571803,451454.154061657,2026-04-28 22:32:35,I,15,전출,2018-04-16 09:45:25,,2016-12-20,,서울특별시 중구 광희동*가 ***번지 **호 *층,PHMG120163010033047000098,3010000,"서울특별시 중구 을지로**길 **-*, *층 (광희동*가)",04561,05,제외/삭제/전출,,,02-2275-3616,
(주)커넥트비,2023-11-08,197666.569166046,450622.931217442,2026-04-28 22:32:45,I,03,폐업,2023-11-08 10:43:00,,2020-08-19,,서울특별시 중구 남대문로*가 ***,PHMG120223010033047000227,3010000,"서울특별시 중구 세종대로 **, A동 ***호 (남대문로*가)",04527,03,폐업,,,070-4123-4569,
지에스25 뉴장충행복점,2025-12-22,200456.216353916,451031.079995917,2026-04-28 22:32:44,I,24,직권폐업,2025-12-22 14:55:37,,2022-02-08,,서울특별시 중구 장충동*가 **-*,PHMG120223010033047000049,3010000,"서울특별시 중구 장충단로 ***, *층 (장충동*가)",04616,04,취소/말소/만료/정지/중지,,,,
샤인덴탈(천호),2016-12-31,197175.200250032,450823.319779918,2026-04-28 22:32:13,I,03,폐업,2017-01-02 16:26:48,,2010-08-25,100-858,서울특별시 중구 중림동 **번지 *호 *층,PHMG120103010033047000084,3010000,"서울특별시 중구 청파로 *** (중림동,*층)",,03,폐업,,,,
(주)교원크리에이티브 아이티센터,2021-10-21,198519.736197762,451570.324241735,2026-04-28 22:32:43,I,03,폐업,2021-10-21 19:07:34,,2021-09-08,,서울특별시 중구 을지로*가 *-**,PHMG120213010033047000148,3010000,"서울특별시 중구 을지로 **, *층 (을지로*가)",04539,03,폐업,,,02-397-1605,
윤절미,2023-10-30,201499.872274002,451380.845322572,2026-04-28 22:32:44,I,03,폐업,2023-10-30 14:05:16,,2022-07-05,,서울특별시 중구 신당동 ***-**,PHMG120223010033047000177,3010000,"서울특별시 중구 다산로**길 **, 지층 (신당동)",04577,03,폐업,,,,
(주)이터스,2017-07-13,201508.726469982,451210.070892418,2026-04-28 22:32:27,I,03,폐업,2017-07-13 17:36:33,,2014-06-26,100-831,서울특별시 중구 신당동 **번지 ***호 ***호,PHMG120143010033047000042,3010000,"서울특별시 중구 퇴계로**길 **-*, ***호 (신당동)",04585,03,폐업,,,,
(주)코리아세븐 소공점,,198274.209368138,451268.05553169,2026-04-28 22:32:41,I,13,영업중,2024-02-23 20:01:50,,2021-04-30,,서울특별시 중구 소공동 ** 태양빌딩,PHMG120213010033047000041,3010000,"서울특별시 중구 남대문로*길 **, 태양빌딩 *층 (소공동)",04532,01,영업/정상,,,02-773-0244,
보람상조개발(주),,197786.630049666,451192.227609488,2026-04-28 22:32:45,I,13,영업중,2025-04-17 09:31:55,,2022-08-03,,서울특별시 중구 서소문동 ***,PHMG120223010033047000203,3010000,"서울특별시 중구 세종대로 **, **층 (서소문동)",04514,01,영업/정상,,,02-6003-1567,
진메디컬,2014-12-08,200002.952736046,451823.532462914,2026-04-28 22:32:15,I,03,폐업,2014-12-08 17:15:18,,2010-10-04,100-330,서울특별시 중구 주교동 **번지 *호 방산상가 A동 *층 **호,PHMG120103010033047000098,3010000,"서울특별시 중구 동호로**길 ** (주교동,방산상가 A동 *층 **호)",,03,폐업,,,22727454,
영 에스디엠,,197187.67635138,450603.410703543,2026-04-28 22:32:36,I,13,영업중,2025-08-08 09:04:24,,2017-09-07,,서울특별시 중구 중림동 ***-**,PHMG120173010033047000070,3010000,"서울특별시 중구 청파로 ***-*, *층 (중림동)",04507,01,영업/정상,,,02-757-3200,
GS25 덕수궁캐슬점,2021-12-16,197312.655183004,451257.223181993,2026-04-28 22:32:38,I,03,폐업,2021-12-16 18:54:13,,2019-07-09,,서울특별시 중구 순화동 ***번지 덕수궁롯데캐슬 B***호,PHMG120193010033047000047,3010000,"서울특별시 중구 서소문로*길 **, B***호 (순화동, 덕수궁롯데캐슬)",04516,03,폐업,,,070-8288-6255,
와이에스디(YSD)덴탈,,197133.181826761,450929.253706925,2026-04-28 22:32:35,I,13,영업중,2016-10-14 11:53:01,,2016-10-13,,서울특별시 중구 중림동 ***번지,PHMG120163010033047000080,3010000,"서울특별시 중구 청파로 ***, ***동 ****호 (중림동, 브라운스톤서울)",04510,01,영업/정상,,,,
대명광학(주)휴렌,2013-04-12,198744.433228989,451677.065126229,2026-04-28 22:32:11,I,03,폐업,2013-04-12 14:47:59,,2009-11-19,100-760,서울특별시 중구 장교동 *번지 장교빌딩 **층 *호,PHMG120093010033047000085,3010000,,,03,폐업,,,042-939-1000,
(주)성원덴탈,,197462.198757043,450878.211786274,2026-04-28 22:31:56,I,13,영업중,2022-03-31 09:30:34,,1995-01-28,,서울특별시 중구 순화동 ***,PHMG119953010033047000002,3010000,"서울특별시 중구 칠패로 **, 비동 ***-에이호 (순화동)",04511,01,영업/정상,,,02-776-1656,
(주)엔케이리테일,2018-06-25,199437.720727547,450939.451952622,2026-04-28 22:32:36,I,03,폐업,2018-06-25 13:18:23,,2017-05-10,,서울특별시 중구 필동*가 **번지 *호 비*층,PHMG120173010033047000035,3010000,"서울특별시 중구 퇴계로**길 **, 비*층 (필동*가)",04625,03,폐업,,,,
포낙보청기 서울역점,,197836.358149112,450882.349823402,2026-04-28 22:32:34,I,13,영업중,2022-05-20 14:41:44,,2016-02-01,,서울특별시 중구 남대문로*가 **번지 **호,PHMG120163010033047000012,3010000,"서울특별시 중구 남대문로 *-*, *층 (남대문로*가)",04528,01,영업/정상,,,,
C&C 콘택트,,200573.641273539,451621.036467544,2026-04-28 22:32:19,I,15,전출,2016-09-21 11:13:06,,2011-02-17,100-196,서울특별시 중구 을지로*가 **번지 **호 굿모닝시티 B* **호,PHMG120113010033047000011,3010000,"서울특별시 중구 장충단로 *** (을지로*가,굿모닝시티 B* **호)",,05,제외/삭제/전출,,,,
예스덴탈,2011-05-12,197440.65529349,450774.809913811,2026-04-28 22:32:11,I,03,폐업,2011-05-12 11:14:23,,2010-02-25,100-130,서울특별시 중구 순화동 ***번지 *호 *층,PHMG120103010033047000017,3010000,"서울특별시 중구 통일로 ** (순화동,*층)",,03,폐업,,,,
선우통상,2024-10-04,199733.225714011,451140.879758189,2026-04-28 22:32:45,I,03,폐업,2024-10-04 10:34:00,,2023-06-01,,서울특별시 중구 충무로*가 ***,PHMG120233010033047000055,3010000,"서울특별시 중구 퇴계로 ***, 지하*층 B**-*호 (충무로*가, 남산 센트럴 자이)",04558,03,폐업,,,,
"애드샤인피앤디,비경P&D",2024-11-12,199820.575258557,451402.76915572,2026-04-28 22:32:39,I,03,폐업,2024-11-12 17:00:44,,2020-06-04,,서울특별시 중구 예관동 **번지,PHMG120203010033047000054,3010000,"서울특별시 중구 마른내로 **-*, *층 (예관동)",04547,03,폐업,,,02-2274-8832,
해플,2014-09-30,200750.455125653,449638.824308081,2026-04-28 22:32:24,I,24,직권폐업,2014-10-06 10:52:16,,2013-02-21,100-453,서울특별시 중구 신당*동 ***번지 남산타운*상가 ***-*호,PHMG120133010033047000016,3010000,"서울특별시 중구 다산로**길 ** (신당동, 남산타운*상가 ***-*호)",,04,취소/말소/만료/정지/중지,,,,
롯데쇼핑(주) 롭스 롯데마트 서울역점,2022-10-18,197242.994816102,450658.947895548,2026-04-28 22:32:34,I,03,폐업,2022-10-18 11:34:40,,2016-04-27,,서울특별시 중구 봉래동*가 ***,PHMG120163010033047000034,3010000,서울특별시 중구 청파로 ***(봉래동*가),04509,03,폐업,,,02-365-3740,
(주)커넥트아이,,198492.730625257,450912.159237941,2026-04-28 22:32:45,I,13,영업중,2024-06-25 11:00:04,,2023-01-26,,서울특별시 중구 회현동*가 **-*,PHMG120233010033047000015,3010000,"서울특별시 중구 퇴계로 ***, *층 ***호 (회현동*가)",04631,01,영업/정상,,,02-2135-9542,
에스케이마케팅앤컴퍼니(주),2013-02-28,197620.648923884,450919.874344114,2026-04-28 22:32:10,I,03,폐업,2013-03-04 13:24:37,,2009-06-08,100-743,서울특별시 중구 남대문로*가 **번지 상공회의소*층,PHMG120093010033047000037,3010000,"서울특별시 중구 세종대로 ** (남대문로*가, 상공회의소*층)",,03,폐업,,,63903294,
일산상사,2015-05-21,,,2026-04-28 22:32:24,I,03,폐업,2015-05-21 14:08:39,,2012-12-20,100-802,서울특별시 중구 남대문로*가 ***번지 이프라자 ***호,PHMG120123010033047000089,3010000,"서울특별시 중구 세종대로*길 **, ***호 (남대문로*가, 이프라자)",,03,폐업,,,02-776-1855,
W.무역,2011-11-21,197490.772629678,450655.634207458,2026-04-28 22:32:11,I,24,직권폐업,2011-12-26 17:25:39,,2010-01-14,100-161,서울특별시 중구 봉래동*가 ***번지 *호 ***호,PHMG120103010033047000004,3010000,"서울특별시 중구 세종대로*길 **, ***호 (봉래동*가)",,04,취소/말소/만료/정지/중지,,,,
(주)에치와이 광희점,2025-07-31,200513.43508997,451633.099004875,2026-04-28 22:32:44,I,03,폐업,2025-07-31 17:01:17,,2025-07-31,,서울특별시 중구 을지로*가 **-**,PHMG120223010033047000133,3010000,"서울특별시 중구 을지로**길 **, *층 (을지로*가)",04564,03,폐업,,,070-4450-4887,
(주)마스트,2017-07-07,199267.488373997,451014.120821014,2026-04-28 22:32:30,I,03,폐업,2017-07-10 08:39:26,,2014-12-16,100-866,서울특별시 중구 필동*가 **번지 *호 국제빌딩 ***호,PHMG120143010033047000170,3010000,"서울특별시 중구 퇴계로 ***, ***호 (필동*가, 국제빌딩)",04554,03,폐업,,,,
이마트24 충무로앰버서더호텔점,,198991.784113176,451028.699087442,2026-04-28 22:32:44,I,13,영업중,2022-02-16 14:02:19,,2022-02-13,,서울특별시 중구 충무로*가 **-*,PHMG120223010033047000076,3010000,"서울특별시 중구 삼일대로 ***, *층 (충무로*가)",04553,01,영업/정상,,,,
(주)피씨지더마사이언스,,200684.36039137,450548.41332138,2026-04-28 22:32:46,I,13,영업중,2024-09-02 17:12:07,,2023-07-06,,서울특별시 중구 신당동 ***-*,PHMG120243010033047000064,3010000,"서울특별시 중구 동호로**길 **, *층 (신당동)",04604,01,영업/정상,,,070-7603-1961,
씨유 중구무교점,2016-03-09,198178.211981516,451722.239559759,2026-04-28 22:32:29,I,03,폐업,2016-03-09 16:43:26,,2014-11-24,100-180,서울특별시 중구 다동 ***번지 *호,PHMG120143010033047000160,3010000,서울특별시 중구 다동길 ** (다동),04522,03,폐업,,,02-3789-1101,
(주)에스에스지닷컴,,198129.435542814,450900.239718295,2026-04-28 22:32:38,I,15,전출,2020-06-05 10:31:33,,2019-03-18,,서울특별시 중구 회현동*가 ***번지 MESA,PHMG120193010033047000017,3010000,"서울특별시 중구 남대문시장**길 *, MESA (회현동*가)",04529,05,제외/삭제/전출,,,02-317-9816,
더아름답게,,200750.455125653,449638.824308081,2026-04-28 22:32:46,I,13,영업중,2025-04-04 13:29:45,,2025-04-02,,,PHMG120253010033047000023,3010000,"서울특별시 중구 다산로 **, ***호 (신당동, 남산타운)",04595,01,영업/정상,,,,
GS수퍼 남산타운점,2023-06-30,200750.455125653,449638.824308081,2026-04-28 22:32:41,I,03,폐업,2023-06-30 09:40:07,,2021-04-28,,서울특별시 중구 신당동 *** 남산타운,PHMG120213010033047000040,3010000,"서울특별시 중구 다산로 **, 스포츠센터동 *층 일부호 (신당동, 남산타운)",04595,03,폐업,,,,
(주)코렌드,2020-10-28,199243.719707907,451518.197727854,2026-04-28 22:32:14,I,03,폐업,2020-10-30 11:25:53,,2010-09-15,100-846,서울특별시 중구 을지로*가 ***번지 *호 양지빌딩 ***호,PHMG120103010033047000094,3010000,"서울특별시 중구 충무로*길 *, ***호 (을지로*가, 양지빌딩)",04550,03,폐업,,,02-2273-2282,
샤인덴탈 신사점,2015-05-21,197175.200250032,450823.319779918,2026-04-28 22:32:24,I,03,폐업,2015-05-21 18:05:21,,2013-08-05,100-858,서울특별시 중구 중림동 **번지 *호 신흥빌딩 *층,PHMG120133010033047000047,3010000,"서울특별시 중구 청파로 *** (중림동, 신흥빌딩 *층)",,03,폐업,,,,
주식회사 로로벨,,198559.328703845,450704.219652787,2026-04-28 22:32:38,I,15,전출,2022-01-03 14:23:46,,2019-06-27,,서울특별시 중구 남산동*가 **번지 *층,PHMG120193010033047000042,3010000,"서울특별시 중구 소공로*길 **, *층 (남산동*가)",04631,05,제외/삭제/전출,,,,
이마트24 중구소공점,,198147.018009197,451275.760044594,2026-04-28 22:32:42,I,13,영업중,2025-07-11 14:46:35,,2021-05-11,,서울특별시 중구 소공동 **-*,PHMG120213010033047000097,3010000,"서울특별시 중구 소공로 ***-*, *층 (소공동)",04532,01,영업/정상,,,,
에스케이쉴더스(주) 중부지점,,200247.098067944,451193.482960446,2026-04-28 22:32:42,I,13,영업중,2025-07-14 16:43:51,,2021-07-07,,서울특별시 중구 쌍림동 ***-**,PHMG120213010033047000129,3010000,"서울특별시 중구 퇴계로 ***, ***호 (쌍림동)",04615,01,영업/정상,,,02-2276-1692,
(주)유유메디컬스,,200780.728387367,450368.465903956,2026-04-28 22:32:39,I,13,영업중,2023-06-23 15:47:03,,2020-02-04,,서울특별시 중구 신당동 ***-*,PHMG120203010033047000006,3010000,서울특별시 중구 동호로 *** (신당동),04598,01,영업/정상,,,02-6972-9098,
오피스넥스중구점,2024-05-08,199630.137323232,450688.22302491,2026-04-28 22:32:43,I,03,폐업,2024-05-08 14:36:51,,2021-07-28,,서울특별시 중구 필동*가 **-**,PHMG120213010033047000134,3010000,"서울특별시 중구 필동로*길 **, 지하*층 (필동*가)",04622,03,폐업,,,02-2273-4007,
원탑메디텍,,182495.487740263,446730.381965667,2026-04-28 03:03:03,U,13,영업중,2026-04-27 16:13:16,,2019-08-13,,경기도 부천시 오정구 원종동 *** *층 일부,PHMG120193860578047000004,3860000,"경기도 부천시 오정구 소사로***번길 **, *층 일부호 (원종동)",14431,01,영업/정상,,,,
다인덴탈,2011-05-06,,,2026-04-28 22:32:05,I,03,폐업,2013-04-12 16:29:43,,2008-07-02,100-800,서울특별시 중구 남대문로*가 **번지 **호 수도빌딩 *층 ***호,PHMG120083010033047000047,3010000,"서울특별시 중구 세종대로*가길 *-*, ***호 (남대문로*가,수도빌딩 *층)",,03,폐업,,,,
지에스25 중구흥인점,,201264.529923289,451584.997171678,2026-04-28 22:32:44,I,13,영업중,2022-02-08 10:12:59,,2022-02-04,,서울특별시 중구 흥인동 ***,PHMG120223010033047000028,3010000,"서울특별시 중구 다산로**길 **, *층 (흥인동)",04569,01,영업/정상,,,,
주식회사 백암씨엔씨,,198687.657905418,450851.86542518,2026-04-28 22:32:35,I,13,영업중,2024-07-25 10:15:25,,2016-09-22,,서울특별시 중구 남산동*가 **-*,PHMG120163010033047000075,3010000,"서울특별시 중구 퇴계로**길 *, *층 (남산동*가)",04629,01,영업/정상,,,02-3789-8452,
나래월드,,200047.053590441,451332.199992458,2026-04-28 22:32:42,I,13,영업중,2023-06-30 13:14:20,,2021-06-16,,서울특별시 중구 오장동 ***-**,PHMG120213010033047000117,3010000,"서울특별시 중구 마른내로 ***, ***호 (오장동)",04559,01,영업/정상,,,,
R.tron 코리아,2013-10-22,197511.217969557,450658.200814849,2026-04-28 22:32:23,I,03,폐업,2013-10-22 14:39:53,,2012-09-18,100-161,서울특별시 중구 봉래동*가 ***번지 *호 신도빌딩 ***-*호,PHMG120123010033047000068,3010000,"서울특별시 중구 세종대로*길 *, ***-*호 (봉래동*가, 신도빌딩)",,03,폐업,,,,
덴키스트포유,,197462.198757043,450878.211786274,2026-04-28 22:32:12,I,13,영업중,2014-03-19 09:57:16,,2010-05-14,100-130,서울특별시 중구 순화동 ***번지 포스코더샵 A동 ***-B호,PHMG120103010033047000048,3010000,"서울특별시 중구 칠패로 **, A동 ***-B호 (순화동, 포스코더샵)",04511,01,영업/정상,,,37892872,
씨유 약수역점,2016-12-29,200945.265627675,450226.825477041,2026-04-28 22:32:29,I,03,폐업,2016-12-29 17:56:05,,2014-11-14,100-840,서울특별시 중구 신당동 ***번지 **호,PHMG120143010033047000142,3010000,서울특별시 중구 동호로 *** (신당동),04590,03,폐업,,,02-2234-8442,
에스에스DMC,2017-07-06,197490.639447916,450617.158990348,2026-04-28 22:32:30,I,03,폐업,2017-07-07 09:12:14,,2015-02-25,100-800,서울특별시 중구 남대문로*가 **번지 *호 덴탈아트빌딩 *층*호,PHMG120153010033047000020,3010000,"서울특별시 중구 통일로 **-*, *층 *호 (남대문로*가, 덴탈아트빌딩)",04512,03,폐업,,,02-779-1681,
(주)디카몰,2023-06-09,197925.629209723,450993.566563543,2026-04-28 22:32:44,I,03,폐업,2023-06-09 11:35:40,,2022-04-15,,서울특별시 중구 남대문로*가 **-**,PHMG120223010033047000145,3010000,"서울특별시 중구 남대문로 **, *층 (남대문로*가)",04526,03,폐업,,,070-4641-4071,
㈜태광광학,,197671.955229016,450714.517202917,2026-04-28 22:31:56,I,13,영업중,2024-05-31 11:12:35,,1994-12-29,,서울특별시 중구 남대문로*가 **번지 *호 *층 ***호,PHMG119943010033047000009,3010000,"서울특별시 중구 세종대로 **, *층 ***호 (남대문로*가)",04527,01,영업/정상,,,02-753-1648,
동양광학사,2012-08-16,197759.639582972,450654.567190681,2026-04-28 22:32:00,I,03,폐업,2012-08-16 17:31:04,,2005-09-07,100-802,서울특별시 중구 남대문로*가 ***번지 광덕빌딩 ***호,PHMG120053010033047000058,3010000,"서울특별시 중구 세종대로*가길 **, ***호 (남대문로*가,광덕빌딩)",,03,폐업,,,,
황금스파,2013-05-23,201823.908977364,452076.818664092,2026-04-28 22:32:21,I,03,폐업,2013-05-24 13:59:25,,2011-10-28,100-440,서울특별시 중구 황학동 ****번지 지하*층,PHMG120113010033047000087,3010000,서울특별시 중구 청계천로 *** (황학동),,03,폐업,,,,
메디서포트,2019-12-30,200649.776732085,451689.785216541,2026-04-28 22:32:06,I,24,직권폐업,2019-12-31 15:11:43,,2009-02-16,100-951,서울특별시 중구 을지로*가 **번지 **호 지하*층 ***호,PHMG120093010033047000010,3010000,"서울특별시 중구 장충단로 *** (을지로*가,지하*층 ***호)",,04,취소/말소/만료/정지/중지,,,,
주식회사 코리아테크 롯데백화점본점,2021-05-31,198259.65357739,451392.198218657,2026-04-28 22:32:40,I,03,폐업,2021-05-31 11:20:31,,2021-02-15,,서울특별시 중구 소공동 * 롯데백화점 본점,PHMG120213010033047000015,3010000,"서울특별시 중구 남대문로 **, 롯데백화점 본점 *층 (소공동)",04533,03,폐업,,,,
쓰리ST(3ST),,197566.862311117,451100.772883934,2026-04-28 22:32:34,I,15,전출,2020-05-12 13:21:38,,2016-05-12,,서울특별시 중구 서소문동 ***번지 **호 동화주차빌딩 ***호,PHMG120163010033047000043,3010000,"서울특별시 중구 세종대로*길 **, 동화주차빌딩 *층 ***호 (서소문동)",04513,05,제외/삭제/전출,,,02-412-3727,
태강산업㈜,2011-05-19,197931.08158116,450653.053657697,2026-04-28 22:32:00,I,03,폐업,2011-05-19 13:56:38,,2006-02-17,100-804,서울특별시 중구 남창동 **번지 **호 지하철상가 *층 *호,PHMG120063010033047000009,3010000,"서울특별시 중구 퇴계로 ** (남창동,지하철상가 *층 *호)",,03,폐업,,,,
로고스태프,,200040.886688174,451404.849530888,2026-04-28 22:32:40,I,13,영업중,2025-06-12 15:01:09,,2020-09-08,,서울특별시 중구 오장동 ***-*,PHMG120203010033047000081,3010000,서울특별시 중구 을지로**길 **-** (오장동),04547,01,영업/정상,,,,
글로벌에이빔,2013-12-10,,,2026-04-28 22:31:57,I,03,폐업,2013-12-10 18:45:02,,2002-01-18,,"서울특별시 중구 순화동***-*,염천빌딩*층",PHMG120023010033047000001,3010000,,,03,폐업,,,,
트루웨이어드바이저스(주),2019-01-02,197620.648923884,450919.874344114,2026-04-28 22:32:37,I,03,폐업,2019-01-02 16:11:34,,2018-04-17,,서울특별시 중구 남대문로*가 **번지 대한서울상공회의소 에스**호,PHMG120183010033047000023,3010000,"서울특별시 중구 세종대로 **, 대한서울상공회의소 *층 에스**호 (남대문로*가)",04513,03,폐업,,,,
명문,,197831.002724157,450794.31483169,2026-04-28 22:32:39,I,13,영업중,2020-07-07 09:22:37,,2020-07-01,,서울특별시 중구 남창동 **-* 롯데손해보험빌딩,PHMG120203010033047000066,3010000,"서울특별시 중구 소월로 *, 롯데손해보험빌딩 지하*층 숭례문 수입상가 ***호 (남창동)",04528,01,영업/정상,,,,
샤인덴탈 목동점,2017-10-20,197175.200250032,450823.319779918,2026-04-28 22:32:34,I,03,폐업,2017-10-20 09:23:38,,2016-01-13,,서울특별시 중구 중림동 **번지 *호,PHMG120163010033047000005,3010000,"서울특별시 중구 청파로 ***, *층 (중림동, 신흥빌딩)",04510,03,폐업,,,,
비엠에이솔루션 유한회사,,201374.79637073,451714.618337112,2026-04-28 22:32:42,I,13,영업중,2021-06-17 11:24:17,,2021-06-16,,서울특별시 중구 흥인동 * 동대문솔하임,PHMG120213010033047000116,3010000,"서울특별시 중구 마장로 **, 동대문솔하임 ****호 (흥인동)",04570,01,영업/정상,,,,
롯데하이마트(주) 청구지점,,201259.866775061,451070.694302157,2026-04-28 22:32:06,I,13,영업중,2025-01-14 13:43:09,,2008-12-11,100-816,서울특별시 중구 신당동 ***번지 **호 홍진빌딩 *층,PHMG120083010033047000083,3010000,"서울특별시 중구 다산로 *** (신당동, 홍진빌딩*층)",04586,01,영업/정상,,,,
약싸닷컴,2013-01-31,201058.678787938,451656.811051215,2026-04-28 22:32:23,I,03,폐업,2013-01-31 10:50:53,,2012-11-13,100-822,서울특별시 중구 신당*동 ***번지 *호 누죤빌딩 *층 ***호,PHMG120123010033047000079,3010000,서울특별시 중구 을지로**길 ** (신당동),,03,폐업,,,,
지패밀리,,199144.206302731,451235.603181108,2026-04-28 22:32:40,I,15,전출,2022-03-10 20:21:28,,2018-07-31,,서울특별시 중구 저동*가 **-* 센트럴에쓰,PHMG120213010033047000010,3010000,"서울특별시 중구 퇴계로**길 **, 센트럴에쓰 *층 ***호 (저동*가)",04555,05,제외/삭제/전출,,,02-545-0369,87
벨모아(국내),,200900.598735343,450451.246527633,2026-04-28 22:32:46,I,13,영업중,2024-07-05 15:36:07,,2024-07-05,,서울특별시 중구 신당동 ***-*,PHMG120243010033047000042,3010000,"서울특별시 중구 동호로**길 **, *층 ***호 (신당동)",04607,01,영업/정상,,,02-930-0173,
(주)월드바이오텍,2011-05-24,197625.205577713,450767.65205504,2026-04-28 22:32:19,I,03,폐업,2011-05-24 11:37:03,,2011-02-10,100-161,서울특별시 중구 봉래동*가 ***번지 창화빌딩 *층,PHMG120113010033047000006,3010000,"서울특별시 중구 세종대로 ** (봉래동*가,창화빌딩 *층)",,03,폐업,,,02-318-2804,
(주)케이엠교정덴탈,,197747.778200542,450625.764220466,2026-04-28 22:32:30,I,13,영업중,2017-09-28 14:41:50,,2015-03-19,,서울특별시 중구 남대문로*가 ***번지,PHMG120153010033047000029,3010000,"서울특별시 중구 세종대로*길 **, *층 ***호 (남대문로*가)",04527,01,영업/정상,,,,
나은 의료기,,197638.403594278,451154.232387243,2026-04-28 22:32:39,I,13,영업중,2020-12-10 13:07:04,,2019-11-19,,서울특별시 중구 서소문동 **-** 유원빌딩,PHMG120193010033047000094,3010000,"서울특별시 중구 서소문로 ***, 유원빌딩 **층 ****호 (서소문동)",04513,01,영업/정상,,,02-753-5075,
에이에스피코리아 유한책임회사,,197620.676444642,450361.506112161,2026-04-28 22:32:42,I,13,영업중,2023-07-12 16:18:07,,2020-06-16,,서울특별시 중구 남대문로*가 *** 서울스퀘어,PHMG120213010033047000103,3010000,"서울특별시 중구 한강대로 ***, 서울스퀘어 **층 ***호 (남대문로*가)",04637,01,영업/정상,,,02-6007-2756,11.97
