»ç¾÷Àå¸í,Æó¾÷ÀÏÀÚ,ÁÂÇ¥X,ÁÂÇ¥Y,µ¥ÀÌÅÍ°»½Å½ÃÁ¡,µ¥ÀÌÅÍ°»½Å±¸ºÐ,»ó¼¼¿µ¾÷»óÅÂÄÚµå,»ó¼¼¿µ¾÷»óÅÂ¸í,ÃÖÁ¾¼öÁ¤½ÃÁ¡,ÀÎÇã°¡Ãë¼ÒÀÏÀÚ,ÀÎÇã°¡ÀÏÀÚ,¼ÒÀçÁö¿ìÆí¹øÈ£,Áö¹øÁÖ¼Ò,°ü¸®¹øÈ£,°³¹æÀÚÄ¡´ÜÃ¼ÄÚµå,µµ·Î¸íÁÖ¼Ò,µµ·Î¸í¿ìÆí¹øÈ£,¿µ¾÷»óÅÂ±¸ºÐÄÚµå,¿µ¾÷»óÅÂ¸í,ÈÞ¾÷½ÃÀÛÀÏÀÚ,ÈÞ¾÷Á¾·áÀÏÀÚ,¼ÒÀçÁöÀüÈ­¹øÈ£,ÃÑ±Ô¸ð
(ÁÖ)ÄÚ¸®¾Æ¼¼ºì ¸é¸ñÁ¡,,207605.319631481,454476.402983363,2026-04-26 22:32:25,I,13,¿µ¾÷Áß,2024-02-08 09:39:27,,2021-05-04,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ **-** ÇÑ¼ººôµù,PHMG120213060034047000035,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î ***, ÇÑ¼ººôµù (¸é¸ñµ¿)",02155,01,¿µ¾÷/Á¤»ó,,,,
»ïÈ­ÀÇÁöº¸Á¶±â,,199914.279926224,452647.248260502,2026-04-26 22:32:10,I,13,¿µ¾÷Áß,2025-06-10 11:58:33,,2010-12-13,110-460,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿¬°Çµ¿ ***¹øÁö Á¤¿øºôµù *Ãþ,PHMG120103000034047000051,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ À²°î·Î *** (¿¬°Çµ¿,Á¤¿øºôµù *Ãþ)",,01,¿µ¾÷/Á¤»ó,,,,
½Å½ÅÀÇ·á±â,2009-08-19,208544.705138991,455068.255470259,2026-04-26 22:32:03,I,03,Æó¾÷,2009-08-19 11:46:16,,2009-02-20,131-809,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ìº»µ¿ ***¹øÁö *È£ *Ãþ,PHMG120093060034047000011,3060000,,,03,Æó¾÷,,,,
¾ÆÀÌ¸°,2023-05-10,206974.095837709,454601.381554597,2026-04-26 22:32:27,I,03,Æó¾÷,2023-05-12 15:38:59,,2021-11-29,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***-** SGTOWER,PHMG120213060034047000133,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***, *Ãþ ***-*, A***È£ (»óºÀµ¿, SGTOWER)",02122,03,Æó¾÷,,,,3.3
°Ç°­ÁõÁø¿¬±¸¿ø,2017-04-04,199509.962000656,451888.555001545,2026-04-26 22:32:20,I,03,Æó¾÷,2017-04-04 11:56:25,,2016-09-22,,,PHMG120163000034047000065,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»°èÃµ·Î ***, °¡µ¿ *Ãþ ³ª¿­***È£ (Àå»çµ¿, ¼¼¿î»ó°¡)",03194,03,Æó¾÷,,,02-2268-1835,
ºñºñ¼ÒºñÀÚ Çùµ¿Á¶ÇÕ,,198150.300374121,452019.212642931,2026-04-26 22:32:26,I,13,¿µ¾÷Áß,2020-05-22 16:40:06,,2020-05-22,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ **¹øÁö ¸£¸ÞÀÌ¿¡¸£Á¾·ÎÅ¸¿î* ºñµ¿ ****È£,PHMG120203000034047000036,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î **, ¸£¸ÞÀÌ¿¡¸£Á¾·ÎÅ¸¿î* ºñµ¿ ****È£ (Á¾·Î*°¡)",03157,01,¿µ¾÷/Á¤»ó,,,02-732-0293,
¢ßÇÑ±¹º¸Ã»±â5°¡Á¡,2011-10-10,200301.848252162,452108.959329024,2026-04-26 22:31:57,I,03,Æó¾÷,2020-09-15 15:55:48,,1994-04-28,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ **-*,PHMG119943000034047000002,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***-* (Á¾·Î*°¡),03126,03,Æó¾÷,,,02-747-3755,
(ÁÖ)¾Æ¼º´ÙÀÌ¼Ò »óºÀ¿ªÁ¡,,207377.380259293,454892.097928552,2026-04-26 22:32:16,I,13,¿µ¾÷Áß,2023-06-02 15:17:44,,2015-05-22,131-857,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***¹øÁö **È£,PHMG120153060034047000048,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸Á¿ì·Î *** (»óºÀµ¿),02098,01,¿µ¾÷/Á¤»ó,,,02-435-6016,
±æÄÚÆÛ·¹ÀÌ¼Ç,2014-04-22,196458.8866169,455525.428333927,2026-04-26 22:32:07,I,03,Æó¾÷,2014-04-22 16:50:38,,2009-02-02,110-831,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ½Å¿µµ¿ ***¹øÁö *È£,PHMG120093000034047000005,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼¼°ËÁ¤·Î*±æ * (½Å¿µµ¿),,03,Æó¾÷,,,,
Á¾·Îº¸Ã»±â,2022-02-10,198630.79627088,452035.412646906,2026-04-26 22:31:57,I,03,Æó¾÷,2022-02-10 17:07:05,,1989-03-15,110-753,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ *È£ ***È£,PHMG119893000034047000003,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î **, ***È£ (Á¾·Î*°¡)",03164,03,Æó¾÷,,,02-737-0076,
ÇØÇÇÁßÈ­´ë¸®Á¡,2016-04-19,207234.664769564,455291.270812487,2026-04-26 22:32:16,I,03,Æó¾÷,2016-04-19 13:45:05,,2015-02-04,,,PHMG120153060034047000008,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ ** (ÁßÈ­µ¿, *Ãþ µ¿ÂÊ¿¡¼­ *¹øÂ°)",02094,03,Æó¾÷,,,,
ÇÑ±¹¼Ò¹æ°ø»ç,2020-09-24,199088.031390035,451824.035424334,2026-04-26 22:32:07,I,03,Æó¾÷,2020-09-24 16:50:16,,2008-12-22,110-420,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °ü¼öµ¿ ***¹øÁö,PHMG120083000034047000057,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»°èÃµ·Î ***-** (°ü¼öµ¿),,03,Æó¾÷,,,22790119,
¢ßº¸µµÄÚ¸®¾Æ,2013-02-19,,,2026-04-26 22:31:58,I,24,Á÷±ÇÆó¾÷,2013-02-22 09:51:09,,1996-07-24,110-825,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎ*µ¿ ***-** ¿À¼ººôµù *Ãþ,PHMG119963000034047000004,3000000,,,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,02-2235-8960,
CU ÁßÈ­Á¡,2022-06-02,206890.050493555,455699.53266546,2026-04-26 22:32:26,I,03,Æó¾÷,2022-06-02 17:14:19,,2021-05-11,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ÁßÈ­µ¿ ***-** ÈÑ¹Ì¸®¸¶Æ®,PHMG120213060034047000072,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***, ÈÑ¹Ì¸®¸¶Æ® *Ãþ (ÁßÈ­µ¿)",02014,03,Æó¾÷,,,,
(ÁÖ)ÀÌÄÚ½º¿þÀÌÄÚ¸®¾Æ ¼­¿ïµ¿´ë¹®Á¡,2014-03-04,201726.968400331,452489.553601855,2026-04-26 22:32:13,I,03,Æó¾÷,2014-03-04 15:59:43,,2011-09-07,110-550,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎµ¿ ***¹øÁö **È£,PHMG120113000034047000042,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***-* (¼þÀÎµ¿),,03,Æó¾÷,,,02-741-3484,
¾¾À¯ »óºÀ½ºÅ¸Á¡,2023-06-12,207460.044753955,454490.165376876,2026-04-26 22:32:27,I,03,Æó¾÷,2023-06-12 16:43:39,,2022-02-07,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***-** ¿ª¼¼±ÇÃ»³âÁÖÅÃ,PHMG120223060034047000021,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀ¿ìÀç·Î ***, ***,***È£ (»óºÀµ¿, ¿ª¼¼±ÇÃ»³âÁÖÅÃ)",02138,03,Æó¾÷,,,,
ÅÂ¸²ÁßÈ­ÁöÁ¡,2009-09-27,206809.581598519,455903.925715981,2026-04-26 22:32:03,I,03,Æó¾÷,2009-10-06 15:20:38,,2009-04-06,131-853,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬*µ¿ ***¹øÁö **È£ *Ãþ,PHMG120093060034047000024,3060000,,,03,Æó¾÷,,,,
ÇÑ¼ºÀÇ·á±â,2016-05-30,199364.935616911,451990.996150165,2026-04-26 22:32:00,I,03,Æó¾÷,2016-05-30 13:20:33,,2004-01-02,110-123,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î*°¡ ***¹øÁö,PHMG120043000034047000001,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î ***-* (Á¾·Î*°¡),03193,03,Æó¾÷,,,02-2266-7887,
ÁÖ½ÄÈ¸»ç ¼¼Ã»À½,2014-07-30,207051.930646028,452810.140613724,2026-04-26 22:32:14,I,03,Æó¾÷,2014-07-30 11:16:40,,2014-06-30,131-755,¸é¸ñµ¿ ****¹øÁö,PHMG120143060034047000033,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ´ä½Ê¸®·Î**±æ ***, ***µ¿ ***È£ (¸é¸ñµ¿)",,03,Æó¾÷,,,,
(ÁÖ)¹ÙÀÌ´õ¿þÀÌ Á¾·ÎÄÚ¾ÆÁ¡,2019-04-30,198697.706712628,451897.834324531,2026-04-26 22:32:16,I,03,Æó¾÷,2019-04-30 13:29:31,,2014-11-04,110-111,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °üÃ¶µ¿ **¹øÁö **È£,PHMG120143000034047000061,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Á¾·Î**±æ ** (°üÃ¶µ¿),03190,03,Æó¾÷,,,02-743-9013,
ÁÖ½ÄÈ¸»ç ¿ÍÀÌÁîÀ£´Ï½º,2018-05-14,198362.067284343,452351.296715497,2026-04-26 22:32:18,I,03,Æó¾÷,2018-05-14 16:27:26,,2015-06-23,110-140,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼ö¼Ûµ¿ **¹øÁö *È£ *Ãþ,PHMG120153000034047000048,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿ìÁ¤±¹·Î **-*, *Ãþ (¼ö¼Ûµ¿)",03144,03,Æó¾÷,,,02-816-8586,
3H ½º¸¶Æ® Áö¾Ð¼¾ÅÍ »ç°¡Á¤¼¾ÅÍ,,207786.999503722,453185.947530434,2026-04-26 22:32:24,I,15,ÀüÃâ,2021-07-21 17:22:02,,2020-08-18,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-*,PHMG120203060034047000055,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »ç°¡Á¤·Î**±æ *, *Ãþ (¸é¸ñµ¿)",02214,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,,
´Ù¹Î,,207605.319631481,454476.402983363,2026-04-26 22:32:25,I,15,ÀüÃâ,2021-09-17 14:20:14,,2021-03-25,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ **-** ÇÑ¼ººôµù,PHMG120213060034047000022,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î ***, ÇÑ¼ººôµù *Ãþ (¸é¸ñµ¿)",02155,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,,
BIOMEDICARE C&C,,196428.478415698,455911.163224671,2026-04-26 22:32:35,I,13,¿µ¾÷Áß,2025-01-10 13:01:34,,2025-01-09,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ½Å¿µµ¿ *** ´ë¾ÆÆÄÅ©ºô,PHMG120253000034047000004,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÁøÈï·Î ***, ****È£ (½Å¿µµ¿, ´ë¾ÆÆÄÅ©ºô)",03013,01,¿µ¾÷/Á¤»ó,,,,
±¹¹Î½ã¸ÞµðÄ®,2017-12-08,206807.690776656,454279.576512807,2026-04-26 22:32:19,I,03,Æó¾÷,2017-12-08 18:11:42,,2017-04-17,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö **È£ È­Áøºôµù*Ãþ,PHMG120173060034047000020,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀ¿ìÀç·Î ** (¸é¸ñµ¿, È­Áøºôµù*Ãþ)",02129,03,Æó¾÷,,,02-456-3361,
ÄÚ»õÄÄÆÛ´Ï,,208295.099818379,456014.999180519,2026-04-26 22:32:33,I,13,¿µ¾÷Áß,2023-05-22 10:50:46,,2021-09-14,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ *** ½Å¾ÆÅ¸¿î,PHMG120233060034047000057,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î ***, ½Å¾ÆÅ¸¿î ***È£ (½Å³»µ¿)",02076,01,¿µ¾÷/Á¤»ó,,,,
±Ý°­º¸Ã»±â Áß¶û¼¾ÅÍ,,207541.898062726,453161.703512073,2026-04-26 22:32:04,I,13,¿µ¾÷Áß,2019-10-02 10:47:04,,2009-08-24,,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö *È£ Å´½ºÅ¸¿ö *Ãþ ***È£, ***È£",PHMG120093060034047000043,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »ç°¡Á¤·Î ***, *Ãþ ***È£, ***È£ (¸é¸ñµ¿, Å´½ºÅ¸¿ö)",02237,01,¿µ¾÷/Á¤»ó,,,02-2208-5233,
(ÁÖ)ÄÚ¸®¾Æ¼¼ºì Á¾·ÎÃ»°èÃµÁß¾ÓÁ¡,2019-10-16,198909.271958196,451791.439552661,2026-04-26 22:32:19,I,03,Æó¾÷,2019-10-17 09:01:52,,2016-01-29,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °üÃ¶µ¿ **¹øÁö *È£,PHMG120163000034047000011,3000000,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã»°èÃµ·Î ** (°üÃ¶µ¿),03191,03,Æó¾÷,,,02-2274-0478,
Á¦ÀÌ¿¡½º ¸ÞµðÄ®,2021-02-16,208481.612667873,455496.980508789,2026-04-26 22:32:23,I,24,Á÷±ÇÆó¾÷,2021-02-16 15:14:05,,2019-02-07,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»µ¿ ***¹øÁö *È£ ´ë¸íÇÁ¶óÀÚ *Ãþ***È£,PHMG120193060034047000004,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î**±æ ***, ´ë¸íÇÁ¶óÀÚ *Ãþ ***È£ (½Å³»µ¿)",02071,04,Ãë¼Ò/¸»¼Ò/¸¸·á/Á¤Áö/ÁßÁö,,,,
À¯¼ºÀÇ·á±â,,208177.045450265,454185.533618229,2026-04-26 22:32:17,I,15,ÀüÃâ,2016-02-17 09:08:24,,2015-10-16,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ **¹øÁö *È£,PHMG120153060034047000078,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ·Î **, *Ãþ *È£ (¸é¸ñµ¿)",02162,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,,
Á¶¾çÀÇ·á±â Áß¶ûÁöÁ¡,2003-12-30,207626.396160624,452987.583171569,2026-04-26 22:31:56,I,03,Æó¾÷,2009-07-22 12:02:19,,2002-05-07,131-828,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ*µ¿ ***¹øÁö **È£,PHMG120023060034047000020,3060000,,,03,Æó¾÷,,,02-435-5910,109.85
¾¾À¯ Á¾·Î±¸Ã»Á¡,2016-12-28,198205.621520751,452254.217603167,2026-04-26 22:32:17,I,03,Æó¾÷,2016-12-28 16:03:11,,2014-11-07,110-140,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼ö¼Ûµ¿ **¹øÁö *È£,PHMG120143000034047000083,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïºÀ·Î **, *Ãþ (¼ö¼Ûµ¿, È£¼öºôµù)",03151,03,Æó¾÷,,,02-735-9084,
·ç´ÙÁ¦ÀÌ,2018-09-10,207246.529652882,454732.063627576,2026-04-26 22:32:20,I,03,Æó¾÷,2018-09-11 17:07:28,,2017-09-04,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***¹øÁö,PHMG120173060034047000045,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ **, *Ãþ (»óºÀµ¿, ¿À¸¥ÂÊ³¡)",02136,03,Æó¾÷,,,,
(ÁÖ)ÄÚ¸®¾Æ¼¼ºì ¸é¸ñµÎ»êÁ¡,2019-10-17,207325.716615272,453064.794981199,2026-04-26 22:32:18,I,03,Æó¾÷,2019-10-17 17:04:16,,2016-08-29,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿,PHMG120163060034047000055,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ »ç°¡Á¤·Î**±æ ** (¸é¸ñµ¿, °­ºÏ¼­¿ïÀÇ¿ø)",02237,03,Æó¾÷,,,,
ÀÌ¿µÄÄÆÛ´Ï,2019-03-21,207867.772723867,455673.271333559,2026-04-26 22:32:22,I,03,Æó¾÷,2019-03-21 13:36:04,,2018-09-03,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ ***¹øÁö ¿¤Áö½Ö¿ë¾ÆÆÄÆ® »ó°¡µ¿ *Ãþ ***È£,PHMG120183060034047000029,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ºÀÈ­»ê·Î ***, ¿¤Áö½Ö¿ë¾ÆÆÄÆ® »ó°¡µ¿ *Ãþ ***È£ (»óºÀµ¿)",02075,03,Æó¾÷,,,,
¿¹Áö¿¬,2025-12-22,200284.079710268,453238.540020978,2026-04-26 22:32:35,I,03,Æó¾÷,2025-12-22 15:48:15,,2025-06-29,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ¿¼þµ¿ *-** °è¿ìºôµù,PHMG120253000034047000037,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ´ëÇÐ·Î**±æ **, °è¿ìºôµù *Ãþ ***-J***È£ (µ¿¼þµ¿)",03086,03,Æó¾÷,,,,
ÁÖ½ÄÈ¸»ç ¸ð³ë¹ÙÀÌ¿À,2021-04-28,206847.011400766,456481.361937621,2026-04-26 22:32:21,I,03,Æó¾÷,2021-05-11 09:25:57,,2018-05-28,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***¹øÁö **È£ *Ãþ***È£,PHMG120183060034047000022,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î***±æ *, *Ãþ ***È£ (¹¬µ¿)",02038,03,Æó¾÷,,,02-2208-6333,
¹Ì½ºÅ×¸®,2024-08-07,207523.683439908,453733.540276817,2026-04-26 22:32:22,I,03,Æó¾÷,2024-08-07 14:02:59,,2018-07-31,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***¹øÁö **È£ *Ãþ,PHMG120183060034047000025,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ °âÀç·Î**±æ **, *Ãþ (¸é¸ñµ¿)",02220,03,Æó¾÷,,,1544-5296,
CU¿ë¸¶»êÁ¡,,207378.904125417,452296.055921315,2026-04-26 22:32:29,I,13,¿µ¾÷Áß,2022-07-18 11:12:53,,2022-07-15,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñµ¿ ***-* ½Å±¤ºôµù,PHMG120223060034047000156,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñ·Î ***, ½Å±¤ºôµù *Ãþ (¸é¸ñµ¿)",02255,01,¿µ¾÷/Á¤»ó,,,,
¿¡ÀÌÄ¡¸ÞµðÄ®,,206821.108967706,456096.359567266,2026-04-26 22:32:34,I,13,¿µ¾÷Áß,2024-10-07 17:04:26,,2024-10-07,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***-*,PHMG120243060034047000066,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***, °¡µ¿ *Ãþ E-**È£ (¹¬µ¿)",02010,01,¿µ¾÷/Á¤»ó,,,02-2214-4974,
·¥ÇÁÄÚ¸®¾Æ,,200054.021709008,452441.227022344,2026-04-26 22:32:25,I,13,¿µ¾÷Áß,2019-12-30 13:29:37,,2019-12-16,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ È¿Á¦µ¿ **¹øÁö *È£,PHMG120193000034047000060,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ´ëÇÐ·Î*±æ **-*, *Ãþ (È¿Á¦µ¿)",03128,01,¿µ¾÷/Á¤»ó,,,02-2269-3830,
ÁÖ½ÄÈ¸»ç ÇÏÀÌ,,198838.912965902,452214.210961577,2026-04-26 22:32:35,I,13,¿µ¾÷Áß,2024-11-18 14:49:29,,2024-11-18,,,PHMG120243000034047000053,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïÀÏ´ë·Î ***, ³«¿ø»ó°¡ *Ãþ ***È£ (³«¿øµ¿)",03140,01,¿µ¾÷/Á¤»ó,,,,519
¸¶·çÅ¸Ä« °Ç°­ÇÁ¶óÀÚ,,206805.226942948,456229.592921084,2026-04-26 22:32:16,I,15,ÀüÃâ,2021-11-11 11:28:07,,2015-03-23,,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¹¬µ¿ ***¹øÁö ***È£ *Ãþ,PHMG120153060034047000022,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***, *Ãþ (¹¬µ¿)",02009,05,Á¦¿Ü/»èÁ¦/ÀüÃâ,,,,
ÁÖ½ÄÈ¸»ç °­±º,,201273.887781838,452163.292543039,2026-04-26 22:32:24,I,13,¿µ¾÷Áß,2022-10-12 15:34:40,,2018-10-17,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ Ã¢½Åµ¿ ***-** »ï¿ìÅØ½ºÇÁ¶óÀÚ,PHMG120183000034047000040,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÁöºÀ·Î **, ½ÃÁðºôµù *Ãþ A**È£ (Ã¢½Åµ¿)",03121,01,¿µ¾÷/Á¤»ó,,,,
(ÁÖ)ÇÑ±¹¾ÈÀü,,199090.41076982,452725.878400645,2026-04-26 22:32:28,I,13,¿µ¾÷Áß,2022-02-11 16:39:29,,2022-02-10,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¿Í·æµ¿ ***-* *Ãþ,PHMG120223000034047000047,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ µ·È­¹®·Î **, *Ãþ (¿Í·æµ¿)",03134,01,¿µ¾÷/Á¤»ó,,,02-2273-9533,
¿¡ÀÌÄÉÀÌ¸Þµñ½º,,206821.108967706,456096.359567266,2026-04-26 22:32:26,I,13,¿µ¾÷Áß,2021-09-16 13:11:49,,2021-09-01,,,PHMG120213060034047000105,3060000,"¼­¿ïÆ¯º°½Ã Áß¶û±¸ µ¿ÀÏ·Î ***, °¡µ¿ *Ãþ C-**È£ (¹¬µ¿)",02010,01,¿µ¾÷/Á¤»ó,,,,
¼¼ºìÀÏ·¹ºì Á¾·Î°ü¼öÁ¡,,198958.283792369,451941.721546298,2026-04-26 22:32:17,I,13,¿µ¾÷Áß,2026-03-10 17:51:23,,2014-11-20,,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ °ü¼öµ¿ *-* ¼­±¤ºôµù,PHMG120143000034047000106,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ »ïÀÏ´ë·Î**±æ **, ¼­±¤ºôµù *Ãþ (°ü¼öµ¿)",03191,01,¿µ¾÷/Á¤»ó,,,02-2269-5407,143
ÂüÁ¶Àº °Ç°­»ýÈ°°ü,2010-12-17,201317.33706078,452764.757918167,2026-04-26 22:32:08,I,03,Æó¾÷,2011-01-19 15:31:40,,2009-08-31,110-823,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ¼þÀÎ*µ¿ **¹øÁö **È£ Çö´ëºôµù *Ãþ,PHMG120093000034047000033,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÁöºÀ·Î**±æ * (¼þÀÎµ¿,Çö´ëºôµù *Ãþ)",,03,Æó¾÷,,,02-747-7599,
Àå¼öÀ¯Åë,2011-04-05,207823.988037388,454580.467643374,2026-04-26 22:32:06,I,03,Æó¾÷,2011-04-05 16:32:34,,2010-04-06,131-859,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀ*µ¿ ***¹øÁö **È£  *Ãþ,PHMG120103060034047000029,3060000,,,03,Æó¾÷,,,,
°Ç°­ÇÁ¶óÀÚ,2015-10-30,197306.226780223,452991.132227692,2026-04-26 22:32:18,I,03,Æó¾÷,2015-10-30 17:47:25,,2015-06-05,110-043,¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÅëÀÎµ¿ ***¹øÁö *È£ *Ãþ,PHMG120153000034047000041,3000000,"¼­¿ïÆ¯º°½Ã Á¾·Î±¸ ÀÚÇÏ¹®·Î*±æ **, *Ãþ (ÅëÀÎµ¿)",03040,03,Æó¾÷,,,02-732-2478,
¾¾À¯ »óºÀ°Ç¿µÁ¡,2016-12-26,208312.725195146,455472.878357232,2026-04-26 22:32:15,I,03,Æó¾÷,2016-12-26 10:28:40,,2014-11-04,131-221,¼­¿ïÆ¯º°½Ã Áß¶û±¸ »óºÀµ¿ **¹øÁö *È£,PHMG120143060034047000084,3060000,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ½Å³»·Î*³ª±æ ** (»óºÀµ¿),02084,03,Æó¾÷,,,,
¸¶·ç´ÙÄ« ¸é¸ñÁ¡,2004-10-04,207873.646206267,454097.631862817,2026-04-26 22:31:56,I,03,Æó¾÷,2009-07-23 13:21:09,,2003-09-08,131-816,¼­¿ïÆ¯º°½Ã Áß¶û±¸ ¸é¸ñº»µ¿ ***¹øÁö *È£,PHMG120033060034047000028,3060000,,,03,Æó¾÷,,,02-434-0101,71.25
