사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
동부석유판매소,일반판매소,,206799.803684961,454577.218987322,2026-05-06 22:50:13,I,03,폐지,2013-10-25 13:21:56,,2002-02-27,,서울특별시 중랑구 상봉동 129-35,2002306007501200014,3060000,,,,03,폐업,,,02-433-6973
대륭석유,일반판매소,,209681.341682251,456376.312217128,2026-05-06 22:50:13,I,03,폐지,2007-05-14 00:00:00,,2002-02-27,,서울특별시 중랑구 망우동 23-5,2002306007501200015,3060000,,,,03,폐업,,,02-436-3061
쌍용석유,일반판매소,,,,2026-05-06 22:50:14,I,03,폐지,2013-10-25 13:20:14,,2002-02-27,,서울특별시 중랑구 상봉동 91-3,2002306007501200018,3060000,,,,03,폐업,,,02432999
등대에너지,일반판매소,,207703.766037705,454234.190055604,2026-05-06 22:50:14,I,03,폐지,2006-07-10 00:00:00,,2002-02-27,,서울특별시 중랑구 면목동 97-39,2002306007501200020,3060000,,,,03,폐업,,,02-432-8001
부흥에너지,일반판매소,,192136.749691783,456592.369175951,2026-05-06 22:50:16,I,03,폐지,2015-06-03 09:38:26,,1991-01-04,,서울특별시 은평구 구산동 12-4,1991311008801200021,3110000,서울특별시 은평구 갈현로 154-3 (구산동),,,03,폐업,2013-12-10,2014-05-10,02-383-4252
(주)온유유업,일반판매소,,208692.777244976,454559.965249431,2026-05-06 22:50:17,I,03,폐지,2004-12-13 00:00:00,,1993-12-23,,서울특별시 중랑구 망우동 411-8 본점,1993311008801200042,3110000,"서울특별시 중랑구 용마산로 474  (망우동,본점)",,,03,폐업,,,02-386-9444
형제석유,일반판매소,,,,2026-05-06 22:50:18,I,03,폐지,2002-09-03 00:00:00,,1995-10-13,,서울특별시 은평구 신사동 293-79,1995311008801200053,3110000,,,,03,폐업,,,02-354-7329
조광석유,일반판매소,,190932.82036614,453557.472194429,2026-05-06 22:50:18,I,03,폐지,2003-04-08 00:00:00,,1996-07-09,,서울특별시 은평구 수색동 179-17,1996311008801200055,3110000,서울특별시 은평구 은평터널로 34  (수색동),,,03,폐업,,,02-373-4255
제일석유,일반판매소,,,,2026-05-06 22:50:18,I,03,폐지,2005-07-20 00:00:00,,1997-01-27,,서울특별시 은평구 진관내동 390-1,1997311008801200057,3110000,,,,03,폐업,,,02-385-4957
은평이동판매,일반판매소,,191731.186634706,454373.691787904,2026-05-06 22:50:19,I,03,폐지,2002-09-03 00:00:00,,1999-09-18,,서울특별시 은평구 신사동 169-2,1999311008801200068,3110000,서울특별시 은평구 증산로17길 55  (신사동),,,03,폐업,,,02-359-4315
동일에너지,일반판매소,,,,2026-05-06 22:50:19,I,03,폐지,2007-06-29 00:00:00,,2003-07-15,,서울특별시 은평구 진관내동 319-2 21통1반,2003311009901200001,3110000,,,,03,폐업,,,02-383-7426
(주)플러스켐,용제판매소,,179498.712836042,462926.776784912,2026-05-06 22:50:27,I,01,신규등록,2014-02-26 13:50:55,,2006-04-19,,경기도 고양시 일산서구 주엽동 60 23통6반 강선마을 103동 103호,2006354006101500003,3540000,경기도 고양시 일산서구 강성로 58 (주엽동),,,01,영업/정상,,,032-525-7004
금강석유,일반판매소,,206242.545350094,454872.82886794,2026-05-06 22:50:14,I,03,폐지,2012-02-02 10:54:07,,2002-02-28,,서울특별시 중랑구 중화동 325-9,2002306007501200022,3060000,,,,03,폐업,,,02-496-4472
신우석유,일반판매소,,206541.228349765,455222.413000284,2026-05-06 22:50:14,I,03,폐지,2012-02-02 10:52:45,,2002-02-28,,서울특별시 중랑구 중화동 327-101,2002306007501200023,3060000,,,,03,폐업,,,02-491-9081
중화석유,일반판매소,,206377.995331013,454925.007646142,2026-05-06 22:50:14,I,03,폐지,2012-02-02 10:51:52,,2002-02-28,,서울특별시 중랑구 중화동 322-1,2002306007501200024,3060000,,,,03,폐업,,,02-433-7284
한국석유,일반판매소,,206883.481470279,457101.541834183,2026-05-06 22:50:14,I,03,폐지,2006-02-06 00:00:00,,2002-02-28,,서울특별시 중랑구 묵동 162-17,2002306007501200027,3060000,,,,03,폐업,,,02-973-3432
중랑석유,일반판매소,,206488.879061508,456551.808608125,2026-05-06 22:50:14,I,03,폐지,2007-03-07 00:00:00,,2002-02-28,,서울특별시 중랑구 묵동 240-158,2002306007501200028,3060000,,,,03,폐업,,,02-948-7755
쌍용석유,일반판매소,,,,2026-05-06 22:50:14,I,03,폐지,2012-02-02 10:47:01,,2002-02-28,,서울특별시 중랑구 묵동 240-219,2002306007501200030,3060000,,,,03,폐업,,,02-975-9667
엘지걸프석유,일반판매소,,209273.867955187,455174.161441817,2026-05-06 22:50:14,I,03,폐지,2012-02-02 10:45:49,,2002-02-28,,서울특별시 중랑구 망우동 149-46,2002306007501200031,3060000,,,,03,폐업,,,02-432-5353
엘지상일석유,일반판매소,,209200.036845418,455420.126983755,2026-05-06 22:50:14,I,03,폐지,2006-07-13 00:00:00,,2002-02-28,,서울특별시 중랑구 망우동 147-21,2002306007501200032,3060000,,,,03,폐업,,,02-436-2626
지에스칼텍스㈜ 소망주유소,주유소,,209193.107720988,455400.244073494,2026-05-06 22:50:15,I,03,폐지,2022-01-25 09:20:55,,2002-06-11,810,서울특별시 중랑구 망우동 147-23,2002306007501500001,3060000,서울특별시 중랑구 망우로 475 (망우동),,,03,폐업,,,02-494-0400
세이브 유화,용제판매소,,208112.860200669,457113.638411288,2026-05-06 22:50:15,I,03,폐지,2006-11-29 00:00:00,,2003-08-07,,서울특별시 중랑구 신내동 646 금강리빙스텔 329호,2003306007501500001,3060000,,,,03,폐업,,,02-437-1108
광진주유소,주유소,,206374.83138996,454233.591630595,2026-05-06 22:50:15,I,03,폐지,2013-08-13 09:01:29,,2003-10-01,537.4,서울특별시 중랑구 면목동 198-56,2003306007501500005,3060000,서울특별시 중랑구 중랑천로 57 (면목동),,2013-03-21,03,폐업,2012-06-22,2013-06-30,02-2207-5151
순흥석유,일반판매소,,,,2026-05-06 22:50:13,I,03,폐지,2004-10-05 00:00:00,,1968-09-13,,서울특별시 종로구 사직동 65-1,1968300007601200002,3000000,,,,03,폐업,,,02-733-1130
경일주유소,주유소,,201960.951300031,452506.178595954,2026-05-06 22:50:13,I,03,폐지,2004-01-13 00:00:00,,1970-06-01,642,서울특별시 종로구 숭인동 1367,1970300007601500001,3000000,서울특별시 종로구 난계로 259  (숭인동),,,03,폐업,,,02-2234-7940
동원석유,일반판매소,,200908.39788121,452461.289796222,2026-05-06 22:50:13,I,03,폐지,2006-04-17 00:00:00,,1971-06-23,,서울특별시 종로구 창신동 583-2,1971300007601200001,3000000,,,,03,폐업,,,02-765-3614
한국석유,일반판매소,,197052.674990435,452500.13557172,2026-05-06 22:50:13,I,03,폐지,2015-12-02 09:54:28,,1974-04-16,,서울특별시 종로구 사직동 228,1974300007601200001,3000000,서울특별시 종로구 사직로 73 (사직동),,,03,폐업,,,02-736-3580
한국등유상사,일반판매소,,201064.814220878,452652.462919112,2026-05-06 22:50:14,I,03,폐지,2015-12-02 09:52:59,,1975-08-19,,서울특별시 종로구 창신동 23-409,1975300007601200001,3000000,서울특별시 종로구 창신6가길 50 (창신동),,,03,폐업,,,02-763-8729
세왕상사,일반판매소,,201888.008721996,452733.718210794,2026-05-06 22:50:14,I,03,폐지,2004-10-05 00:00:00,,1975-01-07,,서울특별시 종로구 숭인동 1104,1975300007601200002,3000000,서울특별시 종로구 숭인동길 44  (숭인동),,,03,폐업,,,02-923-6720
제일석유,일반판매소,,198329.471699612,453112.110795379,2026-05-06 22:50:14,I,03,폐지,2006-08-24 00:00:00,,1976-06-23,,서울특별시 종로구 소격동 109,1976300007601200001,3000000,서울특별시 종로구 북촌로5가길 17  (소격동),,,03,폐업,,,02-733-2746
명삼석유,일반판매소,,199450.788386081,454079.21337851,2026-05-06 22:50:14,I,03,폐지,2003-03-12 00:00:00,,1976-06-23,,서울특별시 종로구 명륜3가 1-26,1976300007601200002,3000000,서울특별시 종로구 명륜3길 4  (명륜3가),,,03,폐업,,,02-764-0287
신신사,일반판매소,,,,2026-05-06 22:50:14,I,03,폐지,2004-10-05 00:00:00,,1976-06-24,,서울특별시 종로구 청진동 283-1,1976300007601200003,3000000,,,,03,폐업,,,02-732-4027
원일석유,일반판매소,,199834.367616082,452350.692231287,2026-05-06 22:50:14,I,03,폐지,2003-07-31 00:00:00,,1976-06-23,,서울특별시 종로구 연지동 157-3,1976300007601200004,3000000,서울특별시 종로구 김상옥로 11  (연지동),,,03,폐업,,,02-742-5712
(주)미륭상사동대문주유소,주유소,,201350.473375538,452279.7442603,2026-05-06 22:50:14,I,03,폐지,2002-03-28 00:00:00,,1976-04-22,875,서울특별시 종로구 숭인동 310,1976300007601500001,3000000,서울특별시 종로구 종로 344  (숭인동),,,03,폐업,,,02-2238-3895
필운주유소,주유소,,,,2026-05-06 22:50:14,I,03,폐지,2003-05-09 00:00:00,,1976-04-30,550.2,서울특별시 종로구 필운동 246,1976300007601500003,3000000,,,,03,폐업,,,02-736-8160
창신석유,일반판매소,,200786.135746351,452731.441681774,2026-05-06 22:50:14,I,03,폐지,2008-06-26 17:40:12,,1982-09-03,,서울특별시 종로구 창신동 629-3,1982300007601200001,3000000,서울특별시 종로구 창신길 125  (창신동),,,03,폐업,,,02-743-1165
기능석유,일반판매소,,200421.926842776,452693.241917881,2026-05-06 22:50:14,I,03,폐지,2015-10-06 13:55:34,,1988-02-27,,서울특별시 종로구 이화동 13-2,1988300007601200001,3000000,,,,03,폐업,,,02-762-2779
동해석유,일반판매소,,197337.798317095,456035.380951779,2026-05-06 22:50:15,I,03,폐지,2015-10-06 13:54:48,,1989-03-30,,서울특별시 종로구 평창동 195-1,1989300007601200001,3000000,,,,03,폐업,,,02-379-8820
동남석유,일반판매소,,201666.244566776,452283.710424382,2026-05-06 22:50:15,I,03,폐지,2005-04-25 00:00:00,,1989-08-01,,서울특별시 종로구 숭인동 217-16,1989300007601200002,3000000,서울특별시 종로구 종로62길 23  (숭인동),,,03,폐업,,,02-2234-5082
충남석유,일반판매소,,200615.750419465,452719.474159051,2026-05-06 22:50:15,I,03,폐지,2003-11-03 00:00:00,,1994-03-25,,서울특별시 종로구 이화동 9-333,1994300007601200001,3000000,,,,03,폐업,,,02-763-9592
종로주유소,주유소,,,,2026-05-06 22:50:15,I,03,폐지,2013-12-31 14:44:54,,1994-04-27,1138.06,서울특별시 종로구 관철동 155-8,1994300007601500002,3000000,,,,03,폐업,,,02-722-0333
효자석유,일반판매소,,197186.436038837,453106.393727858,2026-05-06 22:50:15,I,03,폐지,2001-05-28 00:00:00,,1995-08-01,,서울특별시 종로구 누하동 20,1995300007601200001,3000000,서울특별시 종로구 자하문로7길 69  (누하동),,,03,폐업,,,02-735-4445
SK글로벌(주)남부주우소,주유소,2017-06-15,,,2026-05-06 22:58:01,I,03,폐지,2017-06-15 10:46:04,,1976-05-29,814,서울특별시 영등포구 영등포동 426-57,1976318007601500009,3180000,,,,03,폐업,,,02-678-0503
(주)안국에너지 동신주유소,주유소,2014-03-13,,,2026-05-06 22:58:02,I,03,폐지,2014-03-13 14:38:28,,1976-05-12,1302,서울특별시 영등포구 대림동 994-1,1976318007601500010,3180000,,,,03,폐업,2014-01-01,2014-06-30,02-832-0049
SK 글로벌(주) 당산주유소,주유소,2012-07-31,191570.320715779,447700.075321248,2026-05-06 22:58:02,I,03,폐지,2016-03-11 14:19:58,,1976-05-24,792,서울특별시 영등포구 영등포동8가 86,1976318007601500011,3180000,서울특별시 영등포구 영중로 169 (영등포동8가),,,03,폐업,,,02-677-0609
대방주유소,주유소,2016-07-01,192887.789114176,444303.407621955,2026-05-06 22:58:03,I,03,폐지,2016-07-01 16:54:29,,1976-05-24,480,서울특별시 영등포구 신길동 623-5,1976318007601500012,3180000,서울특별시 영등포구 여의대방로 153 (신길동),,,03,폐업,2016-04-15,2016-10-15,
LG 칼렉스정유(주)여의도주유소,주유소,2017-06-15,,,2026-05-06 22:58:06,I,03,폐지,2017-06-15 10:43:03,,1976-09-02,1709,서울특별시 영등포구 여의도동 10-1,1976318007601500015,3180000,,,,03,폐업,,,
대지주유소,주유소,2019-01-10,190608.89204533,446623.444809523,2026-05-06 22:58:07,I,03,폐지,2020-01-30 16:55:32,,1977-07-04,845,서울특별시 영등포구 당산동2가 45,1977318007601500001,3180000,서울특별시 영등포구 영등포로 115 (당산동2가),,,03,폐업,2018-08-13,2019-08-12,02-2633-3545
상진공업주식회사,용제판매소,2011-11-04,,,2026-05-06 22:58:09,I,03,폐지,2016-03-11 14:41:18,,2001-01-29,,서울특별시 영등포구 여의도동 25-4-503,1978318007601500001,3180000,,,,03,폐업,,,02-783-9243
선익개발(주)영등포주유소,주유소,2019-03-06,192272.904616504,446249.367565507,2026-05-06 22:58:10,I,03,폐지,2019-03-06 18:00:09,,1978-03-22,237,서울특별시 영등포구 영등포동1가 92-2,1978318007601500002,3180000,서울특별시 영등포구 경인로114길 2 (영등포동1가),,,03,폐업,,,02-678-1322
대광석유,일반판매소,2013-10-04,,,2026-05-06 22:58:11,I,03,폐지,2013-10-04 17:26:48,,1984-03-28,,서울특별시 영등포구 영등포동7가 81-2,1984318019001200055,3180000,서울특별시 영등포구 국회대로52길 8-1 (영등포동7가),,,03,폐업,,,02-2677-2700
삼우유업,용제판매소,2007-08-29,192490.293975175,443878.085293436,2026-05-06 22:58:11,I,03,폐지,2007-08-29 15:04:11,,1994-01-11,,서울특별시 영등포구 신길동 4435,1985318011701500006,3180000,서울특별시 영등포구 여의대방로 81-2  (신길동),,,03,폐업,,,
SK글로벌(주)여의도주유소,주유소,2017-06-15,193220.852226066,446743.134358836,2026-05-06 22:58:11,I,03,폐지,2017-06-15 10:48:44,,1989-03-17,3243,서울특별시 영등포구 여의도동 26,1989318007601500002,3180000,서울특별시 영등포구 국제금융로2길 37 (여의도동),,,03,폐업,,,02-784-3246
(주)범아에너지,주유소,2017-06-15,,,2026-05-06 22:58:11,I,03,폐지,2017-06-15 10:41:20,,1989-03-17,589,서울특별시 영등포구 신길동 355-628,1989318007601500003,3180000,,,,03,폐업,,,02-844-8465
대한통운(주)서울지점(대한통운주유소),주유소,2007-04-13,,,2026-05-06 22:58:11,I,03,폐지,2015-10-01 09:16:49,,1992-05-01,572,서울특별시 영등포구 당산동4가 1-200,1992318007601500001,3180000,,,,03,폐업,,,02-753-0362
세화주유소,주유소,2014-08-11,,,2026-05-06 22:58:11,I,03,폐지,2017-06-15 10:51:12,,2007-06-27,356,서울특별시 영등포구 신길동 252-9,1992318007601500003,3180000,,,,03,폐업,,,02-834-4111
신대림주유소,주유소,2012-05-02,,,2026-05-06 22:58:12,I,03,폐지,2018-11-27 16:47:13,,1992-11-18,,서울특별시 영등포구 대림동 1082-20.21.23,1992318007601500005,3180000,,,,03,폐업,,,02-834-8161
대림주유소,주유소,2013-11-14,,,2026-05-06 22:58:13,I,03,폐지,2013-11-14 13:21:29,,1992-05-01,866,서울특별시 영등포구 대림동 710-12,1992318007601500006,3180000,,,,03,폐업,2013-09-15,2013-12-15,02-844-1551
삼오사석유,일반판매소,2018-02-05,191392.588511307,448061.28282499,2026-05-06 22:58:13,I,03,폐지,2018-02-07 17:26:23,,1992-10-12,,서울특별시 영등포구 당산동6가 293-1,1992318019001200001,3180000,서울특별시 영등포구 당산로48길 11 (당산동6가),,,03,폐업,,,02-2634-3540
여명주유소,주유소,2021-02-16,192538.090993034,447271.881673217,2026-05-06 22:58:13,I,03,폐지,2021-02-16 16:40:48,,1993-05-29,793,서울특별시 영등포구 여의도동 17-4,1993318007601500001,3180000,서울특별시 영등포구 국회대로62길 7 (여의도동),,,03,폐업,,,02-782-5111
청룡주유소,주유소,2015-03-23,192821.717906848,447564.911086117,2026-05-06 22:58:13,I,03,폐지,2015-03-23 10:43:04,,1993-05-25,133,서울특별시 영등포구 여의도동 14,1993318007601500002,3180000,서울특별시 영등포구 국회대로 786 (여의도동),,,03,폐업,,,02-728-8515
대영주유소,주유소,2017-12-11,191711.319229969,443582.203546963,2026-05-06 22:58:17,I,03,폐지,2017-12-14 17:04:11,,1994-01-13,647,서울특별시 영등포구 대림동 912-10,1994318007601500002,3180000,서울특별시 영등포구 신길로 29 (대림동),,,03,폐업,,,02-843-6520
우성주유소,주유소,2011-06-27,192772.12892079,443970.704247293,2026-05-06 22:58:17,I,03,폐지,2016-03-11 14:35:25,,2006-01-16,1073,서울특별시 영등포구 신길동 4268,1994318007601500004,3180000,서울특별시 영등포구 여의대방로 113 (신길동),,,03,폐업,,,02-835-0928
우성주유소,주유소,2011-06-27,192772.12892079,443970.704247293,2026-05-06 22:58:19,I,03,폐지,2011-06-27 13:15:29,,1994-01-13,1073,서울특별시 영등포구 신길동 4268,1994318007601500009,3180000,서울특별시 영등포구 여의대방로 113  (신길동),,,03,폐업,,,02-835-0928
강서주유소,주유소,,191817.199365771,445315.304547129,2026-05-06 22:58:30,I,03,폐지,2016-12-14 15:00:08,,2002-02-01,,서울특별시 영등포구 도림동 71,2002318007601500002,3180000,서울특별시 영등포구 도신로 151 (도림동),,,03,폐업,,,02-832-1700
SK글로벌(주)대청주유소,주유소,,190712.446581534,444042.912673113,2026-05-06 22:58:30,I,03,폐지,2016-02-22 10:41:13,,2002-03-25,1331.1,서울특별시 영등포구 대림동 776-3,2002318007601500004,3180000,서울특별시 영등포구 가마산로 328 (대림동),,,03,폐업,,,02-841-8780
SK 대방주유소,주유소,,192887.789114176,444303.407621955,2026-05-06 22:58:30,I,03,폐지,2016-04-11 11:42:47,,2002-04-12,,서울특별시 영등포구 신길동 623-5,2002318007601500005,3180000,서울특별시 영등포구 여의대방로 153 (신길동),,,03,폐업,2011-04-13,2013-01-31,02-833-2776
대청주유소,주유소,,190712.446581534,444042.912673113,2026-05-06 22:58:31,I,03,폐지,2016-02-22 10:40:11,,2002-07-02,,서울특별시 영등포구 대림동 776-3,2002318007601500008,3180000,서울특별시 영등포구 가마산로 328 (대림동),,,03,폐업,,,02-841-8780
강서주유소,주유소,,191817.199365771,445315.304547129,2026-05-06 22:58:31,I,03,폐지,2016-12-14 14:59:09,,2002-07-23,,서울특별시 영등포구 도림동 71 6통6반,2002318007601500009,3180000,서울특별시 영등포구 도신로 151 (도림동),,,03,폐업,,,02-832-1700
(주)유진,용제판매소,,190968.380569652,444038.137157911,2026-05-06 22:58:32,I,03,폐지,2006-01-04 00:00:00,,2002-08-26,,서울특별시 영등포구 대림동 689-1,2002318007601500010,3180000,서울특별시 영등포구 대림로 198  (대림동),,,03,폐업,,,02-847-9779
(주)백두에너지성락주유소,주유소,,191341.783222286,444628.002467771,2026-05-06 22:58:32,I,03,폐지,2016-12-14 14:31:58,,2002-12-16,589,서울특별시 영등포구 신길동 355-545,2002318007601500012,3180000,서울특별시 영등포구 가마산로 414 (신길동),,,03,폐업,,,02-844-8465
(주)티씨에스켐,용제판매소,,190642.462875524,448377.913463728,2026-05-06 22:58:32,I,03,폐지,2016-09-20 17:46:19,,2003-01-03,,서울특별시 영등포구 양평동4가 119 201,2003318007601500001,3180000,"서울특별시 영등포구 양평로 116 (양평동4가,201)",,,03,폐업,,,02-2678-3661
(주)커맥스,용제판매소,,193282.654266684,447611.552045596,2026-05-06 22:58:32,I,03,폐지,2016-09-20 17:40:20,,2003-01-15,,서울특별시 영등포구 여의도동 11-11,2003318007601500002,3180000,서울특별시 영등포구 여의서로 43 (여의도동),,,03,폐업,,,02-3775-4474
신평화주유소,주유소,2016-12-02,,,2026-05-06 22:58:20,I,03,폐지,2016-12-02 14:54:13,,1994-02-02,430,서울특별시 영등포구 신길동 1821,1994318007601500012,3180000,서울특별시 영등포구 가마산로 554 (신길동),,,03,폐업,,,02-833-6003
동아주유소,주유소,2017-06-15,,,2026-05-06 22:58:20,I,03,폐지,2017-06-15 10:39:46,,1994-04-11,661,서울특별시 영등포구 대림동 778-44,1994318007601500013,3180000,,,,03,폐업,,,02-844-5180
하나주유소,주유소,2019-01-07,191559.314199522,444100.290856919,2026-05-06 22:58:20,I,03,폐지,2019-01-11 17:20:17,,1994-03-31,1692,서울특별시 영등포구 신길동 433-75,1994318007601500015,3180000,서울특별시 영등포구 도림로 236 (신길동),,,03,폐업,2018-01-01,2018-12-31,02-833-5151
미림주유소,주유소,2015-03-25,192857.928262332,444236.200769671,2026-05-06 22:58:21,I,03,폐지,2017-06-15 10:36:42,,1994-04-26,1318,서울특별시 영등포구 신길동 505,1994318007601500017,3180000,서울특별시 영등포구 여의대방로 147 (신길동),,,03,폐업,,,02-833-0892
꿈에그린주유소,주유소,2014-08-12,191979.400222071,444714.564320971,2026-05-06 22:58:21,I,03,폐지,2014-08-12 14:04:54,,1994-05-14,756,서울특별시 영등포구 신길동 252-9,1994318007601500018,3180000,서울특별시 영등포구 신길로 137 (신길동),,,03,폐업,,,02-849-9998
매봉주유소,주유소,2024-03-29,192710.17438851,445654.814463049,2026-05-06 22:58:22,I,03,폐지,2024-04-26 14:35:33,,1998-02-25,,서울특별시 영등포구 신길동 100-10,1996318007601500002,3180000,서울특별시 영등포구 도신로 248 (신길동),,,03,폐업,,,02-836-8851
현대오일뱅크(주)직영 여의도현대주유소,주유소,2022-01-14,193518.151346866,446163.916435239,2026-05-06 22:58:24,I,03,폐지,2022-01-25 09:43:14,,1997-07-15,715,서울특별시 영등포구 여의도동 48-1,1997318007601500001,3180000,서울특별시 영등포구 의사당대로 154 (여의도동),,,03,폐업,,,02-780-3466
대한석유,일반판매소,2014-12-17,,,2026-05-06 22:58:25,I,03,폐지,2016-03-11 11:50:05,,1997-11-22,,서울특별시 영등포구 영등포동1가 105-1,1997318011701200001,3180000,,,,03,폐업,,,02-2634-9841
금성석유,일반판매소,2012-07-26,,,2026-05-06 22:58:25,I,03,폐지,2012-07-26 10:40:33,,1998-12-16,,서울특별시 영등포구 신길동 2136,1998318007601200001,3180000,,,,03,폐업,,,02-832-0754
금성주유소,주유소,2017-06-15,193785.813402517,446328.36052151,2026-05-06 22:58:26,I,03,폐지,2017-06-15 10:33:57,,1999-09-17,1176,서울특별시 영등포구 여의도동 44-36,1999318007601500001,3180000,,,,03,폐업,,,02-761-0084
대명석유,일반판매소,2011-05-02,,,2026-05-06 22:58:27,I,03,폐지,2011-05-02 13:24:56,,2006-08-21,,서울특별시 영등포구 도림동 159-13,1999318011701200030,3180000,,,,03,폐업,,,02-843-4339
상진공업주식회시,용제판매소,2011-04-01,,,2026-05-06 22:58:27,I,03,폐지,2011-04-01 14:50:55,,2001-01-27,,서울특별시 영등포구 여의도동 25-4-503,2001318007601500002,3180000,,,,03,폐업,,,02-783-9243
동아주유소,주유소,2017-06-15,,,2026-05-06 22:58:28,I,03,폐지,2017-06-15 10:32:18,,2001-05-02,,서울특별시 구로구 개봉동 0 삼환 105동 206호,2001318007601500007,3180000,,,,03,폐업,,,02-844-5180
미림주유소,주유소,2015-03-25,192857.928262332,444236.200769671,2026-05-06 22:58:28,I,03,폐지,2017-06-15 10:31:05,,2001-08-28,,서울특별시 영등포구 신길동 505,2001318007601500012,3180000,서울특별시 영등포구 여의대방로 147 (신길동),,,03,폐업,,,
대방주유소,주유소,2017-06-15,192887.789114176,444303.407621955,2026-05-06 22:58:28,I,03,폐지,2017-06-15 10:35:46,,2001-08-28,,서울특별시 영등포구 신길동 623-5,2001318007601500013,3180000,서울특별시 영등포구 여의대방로 153 (신길동),,,03,폐업,,,
대방주유소,주유소,2016-07-01,192887.789114176,444303.407621955,2026-05-06 22:58:29,I,03,폐지,2017-06-15 10:53:57,,2001-09-14,,서울특별시 영등포구 신길동 623-5,2001318007601500015,3180000,,,,03,폐업,,,02-833-2776
(주)이진화학,용제판매소,,190642.462875524,448377.913463728,2026-05-06 22:58:33,I,03,폐지,2016-09-20 17:37:22,,2003-03-04,,서울특별시 영등포구 양평동4가 119,2003318007601500004,3180000,서울특별시 영등포구 양평로 116 (양평동4가),,,03,폐업,,,02-2678-3661
(주)케맥스,용제판매소,,193282.654266684,447611.552045596,2026-05-06 22:58:34,I,03,폐지,2016-09-20 17:38:24,,2003-03-31,,서울특별시 영등포구 여의도동 11-11,2003318007601500005,3180000,서울특별시 영등포구 여의서로 43 (여의도동),,,03,폐업,,,02-3775-4474
(주)태백케미칼,용제판매소,,190642.462875524,448377.913463728,2026-05-06 22:58:39,I,03,폐지,2016-09-20 17:39:29,,2003-07-25,,서울특별시 영등포구 양평동4가 119,2003318007601500010,3180000,서울특별시 영등포구 양평로 116 (양평동4가),,,03,폐업,,,02-2678-3661
SK네트웍스(주)남부주유소,주유소,,,,2026-05-06 22:58:42,I,03,폐지,2017-02-14 10:02:55,,2003-10-01,814.1,서울특별시 영등포구 여의도동 426-57,2003318007601500015,3180000,,,,03,폐업,,,02-2678-0503
SK네트웍스(주)여의도주유소,주유소,,193257.274552201,446769.302781359,2026-05-06 22:58:43,I,03,폐지,2006-06-05 00:00:00,,2003-10-01,3243,서울특별시 영등포구 여의도동 26-1,2003318007601500018,3180000,서울특별시 영등포구 국제금융로2길 37  (여의도동),,,03,폐업,,,02-784-3246
성락주유소,주유소,,191341.783222286,444628.002467771,2026-05-06 22:58:43,I,03,폐지,2016-12-14 14:31:20,,2005-12-28,589,서울특별시 영등포구 신길동 355-545,2003318007601500022,3180000,서울특별시 영등포구 가마산로 414 (신길동),,,03,폐업,,,02-844-8465
정원캠(주),용제판매소,,,,2026-05-06 22:58:44,I,03,폐지,2006-01-04 00:00:00,,2004-02-16,,서울특별시 영등포구 당산동 16-2 대우메종상가225호,2004318007601500003,3180000,,,,03,폐업,,,02-2632-2692
(주)성보화학,용제판매소,,190447.043353169,446340.277665325,2026-05-06 22:58:46,I,03,폐지,2006-07-07 00:00:00,,2004-06-17,,서울특별시 영등포구 문래동3가 77-8,2004318007601500006,3180000,서울특별시 영등포구 문래로 98  (문래동3가),,,03,폐업,,,02-2675-3911
협성화학상사,용제판매소,,,,2026-05-06 22:58:48,I,03,폐지,2010-08-17 18:21:02,,2004-10-19,,서울특별시 영등포구 당산동6가 121-144,2004318007601500009,3180000,,,,03,폐업,,,02-2632-9473
주-대호케미칼,용제판매소,,191534.741985211,446872.388174474,2026-05-06 22:58:48,I,03,폐지,2006-07-06 00:00:00,,2004-11-18,,서울특별시 영등포구 영등포동7가 48-1,2004318007601500010,3180000,서울특별시 영등포구 영중로 85  (영등포동7가),,,03,폐업,,,26346641
인산케미컬,용제판매소,,206490.247358174,460830.615360327,2026-05-06 22:58:49,I,03,폐지,2006-01-04 00:00:00,,2005-01-28,,서울특별시 노원구 중계동 360-2 8통7반 청구아파트 105동 1304호,2005318007601500002,3180000,,,,03,폐업,,,02-831-8868
월드앤미-주,용제판매소,,190968.380569652,444038.137157911,2026-05-06 22:58:49,I,03,폐지,2007-06-21 00:00:00,,2005-04-14,,서울특별시 영등포구 대림동 689-1 대경빌딩 3층 303호,2005318007601500003,3180000,"서울특별시 영등포구 대림로 198,  303호 (대림동,대경빌딩 3층)",,,03,폐업,,,02-842-6979
(주)비케이씨오알피,용제판매소,,191244.784879947,447609.250771827,2026-05-06 22:58:49,I,03,폐지,2006-04-27 00:00:00,,2005-05-11,,서울특별시 영등포구 당산동5가 12 효성아파트 104동 1006호,2005318007601500004,3180000,"서울특별시 영등포구 당산로42길 13, 104동 1006호 (당산동5가,효성아파트)",,,03,폐업,,,02-2630-1330
